Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
2192,Aaron Ramsey,WAL,MF,Nice,Ligue 1,31,1990,17.6,1088,998,88,37,5,11,62,6,45,16,18,0,915,2,10,Matches
2193,Jacob Ramsey,ENG,"MF,FW",Aston Villa,Premier League,21,2001,29.3,889,880,3,2,3,3,18,1,0,0,0,0,728,6,26,Matches
2194,Luca Ranieri,ITA,DF,Fiorentina,Serie A,23,1999,5.6,334,322,10,5,0,1,0,5,0,0,0,0,278,2,3,Matches
2195,Andrea Ranocchia,ITA,DF,Monza,Serie A,34,1988,0.5,19,15,4,1,0,0,0,0,0,0,0,0,16,0,0,Matches
2196,Filippo Ranocchia,ITA,MF,Monza,Serie A,21,2001,5.9,255,242,13,7,3,9,13,2,4,0,4,0,201,0,6,Matches
2197,Lilian Raolisoa,FRA,"DF,MF",Angers,Ligue 1,22,2000,1.9,119,103,16,2,1,1,10,13,1,1,0,0,98,0,0,Matches
2198,Raphinha,BRA,FW,Barcelona,La Liga,25,1996,23.0,1266,1072,185,35,12,26,172,42,108,44,35,1,915,9,30,Matches
2199,Nicolai Rapp,GER,"MF,DF",Werder Bremen,Bundesliga,25,1996,0.8,59,56,3,2,0,1,1,1,0,0,0,0,47,0,2,Matches
2200,Elba Rashani,KVX,"MF,FW",Clermont Foot,Ligue 1,29,1993,24.0,729,702,24,5,2,2,58,18,1,0,0,0,543,3,40,Matches
2201,Marcus Rashford,ENG,FW,Manchester Utd,Premier League,24,1997,32.0,817,790,22,2,2,6,24,9,0,0,0,0,627,5,31,Matches
2202,Giacomo Raspadori,ITA,"FW,MF",Napoli,Serie A,22,2000,10.1,452,409,43,16,0,6,32,1,19,9,4,0,348,0,14,Matches
2203,Giacomo Raspadori,ITA,FW,Sassuolo,Serie A,22,2000,0.5,12,9,3,0,0,0,1,0,1,1,0,0,10,0,0,Matches
2204,Rafael Ratão,BRA,"FW,MF",Toulouse,Ligue 1,26,1995,20.6,800,777,18,1,5,3,52,16,0,0,0,0,590,5,25,Matches
2205,David Raum,GER,"DF,MF",RB Leipzig,Bundesliga,24,1998,18.7,1189,937,248,22,3,4,141,170,56,16,31,0,898,4,40,Matches
2206,Nicola Ravaglia,ITA,GK,Sampdoria,Serie A,33,1988,9.0,325,194,131,32,0,0,0,0,0,0,0,0,213,0,0,Matches
2207,Rayan Raveloson,MAD,"DF,MF",Auxerre,Ligue 1,25,1997,27.0,1130,982,146,30,1,20,33,115,1,1,0,0,917,2,21,Matches
2208,David Raya,ESP,GK,Brentford,Premier League,26,1995,38.0,1640,1181,455,185,0,19,0,1,0,0,0,0,1054,4,1,Matches
2209,Tim Ream,USA,DF,Fulham,Premier League,34,1987,32.2,1922,1858,59,34,0,25,4,11,0,0,0,0,1662,5,8,Matches
2210,Ante Rebić,CRO,"FW,MF",Milan,Serie A,28,1993,10.9,334,316,15,2,4,1,39,4,4,2,1,0,187,3,16,Matches
2211,Arkadiusz Reca,POL,DF,Spezia,Serie A,27,1995,24.1,1197,943,250,5,0,9,99,245,0,0,0,0,827,4,45,Matches
2212,Nathan Redmond,ENG,DF,Southampton,Premier League,28,1994,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Matches
2213,Harrison Reed,ENG,MF,Fulham,Premier League,27,1995,31.8,1281,1225,51,14,0,4,54,5,3,2,1,0,988,5,46,Matches
2214,Sergio Reguilón,ESP,DF,Atlético Madrid,La Liga,25,1996,3.4,147,131,15,1,1,0,9,14,0,0,0,0,117,1,7,Matches
2215,Bobby Reid,JAM,"FW,DF",Fulham,Premier League,29,1993,27.5,907,829,74,6,1,2,53,68,0,0,0,0,636,4,35,Matches
2216,Pepe Reina,ESP,GK,Villarreal,La Liga,39,1982,22.0,855,678,176,58,0,2,0,0,0,0,0,0,685,1,1,Matches
2217,Jeff Reine-Adélaïde,FRA,MF,Troyes,Ligue 1,24,1998,2.6,128,120,8,5,0,1,0,0,0,0,0,0,106,0,3,Matches
2218,Jeff Reine-Adélaïde,FRA,MF,Lyon,Ligue 1,24,1998,3.7,329,312,16,5,2,0,13,1,8,4,2,0,285,1,5,Matches
2219,Reinier,BRA,"MF,FW",Girona,La Liga,20,2002,7.2,248,241,6,2,1,1,2,1,0,0,0,0,198,1,8,Matches
2220,Rocco Reitz,GER,MF,M'Gladbach,Bundesliga,20,2002,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
2221,Karim Rekik,NED,DF,Sevilla,La Liga,27,1994,13.1,700,671,27,9,0,3,1,18,0,0,0,0,642,2,0,Matches
2222,Álex Remiro,ESP,GK,Real Sociedad,La Liga,27,1995,38.0,1313,970,336,120,0,3,0,0,0,0,0,0,941,7,0,Matches
2223,Panagiotis Retsos,GRE,DF,Hellas Verona,Serie A,23,1998,1.4,56,43,12,3,0,1,0,9,0,0,0,0,44,1,1,Matches
2224,Marco Reus,GER,"MF,FW",Dortmund,Bundesliga,33,1989,15.0,568,525,42,19,0,1,19,3,6,1,0,0,450,1,21,Matches
2225,Alejandro Revuelta Montero,ESP,DF,Getafe,La Liga,22,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2226,Elvis Rexhbeçaj,GER,MF,Augsburg,Bundesliga,24,1997,28.0,911,862,44,20,4,2,17,3,4,3,0,0,622,5,29,Matches
2227,Gio Reyna,USA,"FW,MF",Dortmund,Bundesliga,19,2002,6.9,314,287,26,10,0,4,17,10,6,1,4,1,248,1,9,Matches
2228,Chadi Riad,MAR,MF,Barcelona,La Liga,19,2003,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
2229,Nico Ribaudo,ESP,"MF,FW",Espanyol,La Liga,21,2001,13.9,454,402,48,15,3,2,44,3,22,14,0,0,352,4,11,Matches
2230,Alexsandro Ribeiro,BRA,DF,Lille,Ligue 1,22,1999,17.9,1271,1202,66,48,1,9,4,1,0,0,0,0,1148,3,7,Matches
2231,Franck Ribéry,FRA,MF,Salernitana,Serie A,39,1983,0.4,22,21,0,0,0,0,0,0,0,0,0,0,19,1,0,Matches
2232,Samuele Ricci,ITA,MF,Torino,Serie A,20,2001,23.0,1181,1111,66,52,2,4,31,1,13,12,1,0,1034,4,16,Matches
2233,Declan Rice,ENG,MF,West Ham,Premier League,23,1999,36.4,2135,2060,70,48,4,60,44,3,19,15,1,0,1846,5,26,Matches
2234,Chris Richards,USA,DF,Crystal Palace,Premier League,22,2000,5.0,203,190,13,5,0,0,0,8,0,0,0,0,169,0,1,Matches
2235,Richarlison,BRA,"MF,FW",Tottenham,Premier League,25,1997,11.2,279,270,9,0,4,1,16,0,0,0,0,0,196,0,13,Matches
2236,Marco Richter,GER,"MF,FW",Hertha BSC,Bundesliga,24,1997,20.4,747,609,134,18,1,9,82,80,28,4,21,0,461,4,33,Matches
2237,Diego Rico,ESP,DF,Real Sociedad,La Liga,29,1993,18.3,985,779,202,21,0,7,55,181,0,0,0,0,746,4,21,Matches
2238,Jaïro Riedewald,NED,"DF,MF",Crystal Palace,Premier League,25,1996,0.7,45,38,7,2,0,0,0,4,1,0,0,0,34,0,2,Matches
2239,Manuel Riemann,GER,GK,Bochum,Bundesliga,33,1988,34.0,1761,1297,453,191,0,21,1,1,0,0,0,0,1065,11,3,Matches
2240,Tomás Rincón,VEN,MF,Sampdoria,Serie A,34,1988,28.4,1245,1186,56,36,2,29,21,5,1,0,1,0,1018,3,12,Matches
2241,Rémy Riou,FRA,GK,Lyon,Ligue 1,34,1987,6.7,225,163,62,15,0,0,0,0,0,0,0,0,179,0,0,Matches
2242,Renaud Ripart,FRA,"FW,MF",Troyes,Ligue 1,29,1993,14.7,468,441,26,1,1,1,21,13,0,0,0,0,317,1,14,Matches
2243,Rodrigo Riquelme,ESP,"MF,FW",Girona,La Liga,22,2000,24.2,715,677,34,13,4,3,78,7,11,6,1,0,497,4,29,Matches
2244,Matt Ritchie,SCO,"FW,MF",Newcastle Utd,Premier League,32,1989,0.4,31,31,0,0,0,0,2,0,0,0,0,0,24,0,3,Matches
2245,Sergi Roberto,ESP,"DF,MF",Barcelona,La Liga,30,1992,14.5,936,842,91,16,1,7,25,75,0,0,0,0,850,3,10,Matches
2246,Lucas Robertone,ARG,MF,Almería,La Liga,25,1997,31.6,1364,1211,147,68,10,15,137,12,64,25,34,0,1051,6,18,Matches
2247,Andrew Robertson,SCO,DF,Liverpool,Premier League,28,1994,28.7,2265,1883,375,65,2,12,195,229,81,23,49,0,1803,7,41,Matches
2248,Antonee Robinson,USA,DF,Fulham,Premier League,24,1997,34.3,1910,1582,327,18,0,5,134,309,0,0,0,0,1404,1,51,Matches
2249,Joel Robles,ESP,GK,Leeds United,Premier League,32,1990,4.0,122,70,52,20,0,0,0,0,0,0,0,0,63,0,0,Matches
2250,Joel Roca,ESP,"MF,FW",Girona,La Liga,17,2005,0.9,39,33,6,1,0,0,0,5,0,0,0,0,30,0,0,Matches
2251,Marc Roca,ESP,MF,Leeds United,Premier League,25,1996,25.7,1295,1188,102,55,7,10,76,3,40,20,16,0,978,5,17,Matches
2252,Enzo Roco,CHI,DF,Elche,La Liga,29,1992,18.4,719,676,38,33,1,5,1,4,0,0,0,0,587,5,7,Matches
2253,Marek Rodák,SVK,GK,Fulham,Premier League,25,1996,2.0,61,38,23,8,0,0,0,0,0,0,0,0,29,0,0,Matches
2254,Sebastian Rode,GER,MF,Eint Frankfurt,Bundesliga,31,1990,15.7,857,828,24,17,4,1,8,2,0,0,0,0,711,5,14,Matches
2255,Joe Rodon,WAL,DF,Rennes,Ligue 1,24,1997,15.7,1051,1040,10,10,0,3,1,0,0,0,0,0,945,1,3,Matches
2256,Rodri,ESP,MF,Manchester City,Premier League,26,1996,32.3,2987,2943,43,37,2,26,6,3,0,0,0,0,2723,1,21,Matches
2257,Rodri,ESP,"FW,MF",Betis,La Liga,22,2000,17.8,858,832,19,9,6,5,47,8,2,1,0,0,732,7,22,Matches
2258,Rodrigo,ESP,"FW,MF",Leeds United,Premier League,31,1991,21.5,550,492,53,0,4,10,21,7,2,0,0,0,389,5,9,Matches
2259,Ángel Rodríguez,ESP,"FW,MF",Mallorca,La Liga,35,1987,4.4,82,78,4,1,0,1,2,1,0,0,0,0,59,0,1,Matches
2260,Óscar Rodríguez Arnaiz,ESP,MF,Celta Vigo,La Liga,24,1998,19.7,1057,950,103,54,5,16,83,1,47,11,33,0,833,4,12,Matches
2261,Dani Rodríguez,ESP,MF,Mallorca,La Liga,34,1988,23.3,685,647,32,9,5,14,32,1,7,2,2,0,537,6,31,Matches
2262,Guido Rodríguez,ARG,MF,Betis,La Liga,28,1994,31.9,1688,1596,86,84,3,20,9,2,0,0,0,0,1464,6,14,Matches
2263,Miguel Rodríguez,ESP,"MF,FW",Celta Vigo,La Liga,19,2003,2.8,91,90,1,1,0,0,13,0,0,0,0,0,60,0,5,Matches
2264,Pablo Rodríguez,ESP,"FW,MF",Lecce,Serie A,20,2001,0.6,21,18,3,0,0,0,4,1,2,0,1,0,14,0,2,Matches
2265,Ricardo Rodríguez,SUI,DF,Torino,Serie A,29,1992,29.7,1757,1602,145,40,0,18,71,87,13,10,3,0,1439,10,31,Matches
2266,Rodrygo,BRA,"FW,MF",Real Madrid,La Liga,21,2001,26.4,1050,991,51,6,2,6,22,9,18,3,2,0,918,8,24,Matches
2267,Mads Roerslev,DEN,DF,Brentford,Premier League,23,1999,12.3,303,282,21,1,2,0,20,20,0,0,0,0,194,0,21,Matches
2268,Agustín Rogel,URU,DF,Hertha BSC,Bundesliga,24,1997,15.8,572,538,31,29,0,6,0,2,0,0,0,0,426,3,7,Matches
2269,Rogério,BRA,DF,Sassuolo,Serie A,24,1998,33.3,2038,1647,385,53,1,22,113,332,0,0,0,0,1644,6,52,Matches
2270,Merlin Röhl,GER,"MF,FW",Freiburg,Bundesliga,20,2002,0.6,18,18,0,0,0,0,0,0,0,0,0,0,13,0,2,Matches
2271,Tony Rölke,GER,FW,Hertha BSC,Bundesliga,19,2003,0.2,8,8,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
2272,Filippo Romagna,ITA,DF,Sassuolo,Serie A,25,1997,0.5,36,34,2,2,0,0,0,0,0,0,0,0,34,0,0,Matches
2273,Alessio Romagnoli,ITA,DF,Lazio,Serie A,27,1995,32.5,1849,1688,161,91,1,13,0,2,0,0,0,0,1673,0,6,Matches
2274,Simone Romagnoli,ITA,DF,Lecce,Serie A,32,1990,1.9,74,71,3,3,0,0,0,0,0,0,0,0,61,0,0,Matches
2275,Leonardo Román,ESP,GK,Mallorca,La Liga,22,2000,1.0,42,27,15,3,0,0,0,0,0,0,0,0,29,0,0,Matches
2276,Cristian Romero,ARG,DF,Tottenham,Premier League,24,1998,26.3,1606,1523,80,60,4,20,0,19,0,0,0,0,1407,3,24,Matches
2277,Iván Romero,ESP,MF,Sevilla,La Liga,21,2001,0.1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
2278,Luka Romero,ARG,FW,Lazio,Serie A,17,2004,1.7,80,78,2,0,0,0,0,2,0,0,0,0,70,0,1,Matches
2279,Oriol Romeu,ESP,MF,Southampton,Premier League,30,1991,0.8,30,30,0,0,0,0,1,0,0,0,0,0,28,0,0,Matches
2280,Oriol Romeu,ESP,MF,Girona,La Liga,30,1991,32.8,1626,1576,43,41,3,12,13,2,0,0,0,0,1405,7,19,Matches
2281,Cristiano Ronaldo,POR,FW,Manchester Utd,Premier League,37,1985,5.8,162,157,5,0,2,1,3,1,0,0,0,0,121,0,10,Matches
2282,Connor Ronan,IRL,MF,Wolves,Premier League,24,1998,0.0,4,3,1,1,0,0,1,0,0,0,0,0,3,0,0,Matches
2283,Salomón Rondón,VEN,FW,Everton,Premier League,32,1989,1.2,29,28,1,0,0,0,0,1,0,0,0,0,22,0,0,Matches
2284,Valentin Rongier,FRA,MF,Marseille,Ligue 1,27,1994,33.7,2109,2055,47,40,6,16,8,7,0,0,0,0,1855,7,22,Matches
2285,Marten de Roon,NED,MF,Atalanta,Serie A,31,1991,32.9,1912,1833,75,54,0,24,13,17,0,0,0,0,1587,4,21,Matches
2286,Pablo Rosario,NED,"MF,DF",Nice,Ligue 1,25,1997,19.6,1049,1022,25,17,1,3,11,8,0,0,0,0,930,2,9,Matches
2287,Francesco Rossi,ITA,GK,Atalanta,Serie A,31,1991,0.0,4,3,1,0,0,0,0,0,0,0,0,0,3,0,0,Matches
2288,Tom Rothe,GER,DF,Dortmund,Bundesliga,17,2004,0.3,18,14,4,2,0,0,2,2,0,0,0,0,15,0,0,Matches
2289,Joe Rothwell,ENG,MF,Bournemouth,Premier League,27,1995,11.3,457,402,54,24,4,2,26,1,21,12,4,3,385,1,6,Matches
2290,Anthony Rouault,FRA,DF,Toulouse,Ligue 1,21,2001,36.8,2063,1923,138,67,1,23,0,12,0,0,0,0,1802,2,14,Matches
2291,Jérôme Roussillon,FRA,"MF,DF",Wolfsburg,Bundesliga,29,1993,0.2,7,6,1,0,0,0,0,1,0,0,0,0,3,0,0,Matches
2292,Jérôme Roussillon,FRA,DF,Union Berlin,Bundesliga,29,1993,10.6,438,332,102,4,2,0,36,98,0,0,0,0,307,4,14,Matches
2293,Nicolò Rovella,ITA,MF,Monza,Serie A,20,2001,19.3,1363,1292,68,52,1,24,28,6,10,2,7,0,1206,3,15,Matches
2294,Nicolò Rovella,ITA,MF,Juventus,Serie A,20,2001,0.3,25,22,3,1,0,2,3,1,1,1,0,0,22,0,1,Matches
2295,Amir Rrahmani,KVX,DF,Napoli,Serie A,28,1994,27.2,2167,2097,67,63,0,30,1,3,0,0,0,0,1977,3,7,Matches
2296,Ruan,BRA,DF,Sassuolo,Serie A,23,1999,19.0,939,875,62,35,1,3,0,2,0,0,0,0,835,2,8,Matches
2297,Rubén,ESP,"DF,MF",Espanyol,La Liga,21,2001,9.9,339,286,52,5,2,2,48,47,0,0,0,0,232,1,9,Matches
2298,Antonio Rüdiger,GER,DF,Real Madrid,La Liga,29,1993,26.8,1617,1562,55,25,3,16,5,20,0,0,0,0,1486,0,14,Matches
2299,Sebastian Rudy,GER,MF,Hoffenheim,Bundesliga,32,1990,8.8,442,387,53,21,0,1,41,0,30,7,13,2,330,2,8,Matches
2300,Daniele Rugani,ITA,DF,Juventus,Serie A,28,1994,6.3,262,255,7,4,0,3,0,0,0,0,0,0,231,0,0,Matches
2301,Matteo Ruggeri,ITA,"DF,MF",Atalanta,Serie A,20,2002,9.2,631,527,102,5,0,2,38,96,1,1,0,0,515,2,10,Matches
2302,Mário Rui,POR,DF,Napoli,Serie A,31,1991,19.4,1734,1427,300,70,2,30,110,188,42,15,19,0,1408,7,26,Matches
2303,Aitor Ruibal,ESP,"DF,FW",Betis,La Liga,26,1996,16.2,841,691,148,18,1,10,31,130,0,0,0,0,647,2,22,Matches
2304,Kays Ruiz,MAR,MF,Auxerre,Ligue 1,19,2002,0.7,29,29,0,0,0,0,0,0,0,0,0,0,26,0,0,Matches
2305,Fabián Ruiz Peña,ESP,MF,Paris S-G,Ligue 1,26,1996,21.0,1763,1716,44,25,9,11,13,15,4,0,3,0,1614,3,24,Matches
2306,Víctor Ruiz,ESP,DF,Betis,La Liga,33,1989,6.2,251,241,9,9,0,2,0,0,0,0,0,0,213,1,0,Matches
2307,Gerónimo Rulli,ARG,GK,Villarreal,La Liga,30,1992,14.0,543,419,124,32,0,0,0,0,0,0,0,0,464,0,2,Matches
2308,Alessandro Russo,ITA,GK,Sassuolo,Serie A,21,2001,1.0,50,37,13,5,0,0,0,0,0,0,0,0,37,0,0,Matches
2309,Franco Russo,ARG,DF,Mallorca,La Liga,27,1994,1.6,60,58,2,1,0,1,0,1,0,0,0,0,46,0,0,Matches
2310,Georginio Rutter,FRA,"FW,MF",Leeds United,Premier League,20,2002,3.0,62,59,2,0,1,0,0,0,0,0,0,0,31,1,5,Matches
2311,Georginio Rutter,FRA,FW,Hoffenheim,Bundesliga,20,2002,11.2,158,157,1,0,1,2,11,0,0,0,0,0,95,0,12,Matches
2312,Julian Ryerson,NOR,DF,Union Berlin,Bundesliga,24,1997,11.5,501,374,125,4,1,4,41,119,2,0,2,0,350,2,16,Matches
2313,Julian Ryerson,NOR,DF,Dortmund,Bundesliga,24,1997,15.7,998,846,152,10,2,2,50,142,0,0,0,0,817,0,28,Matches
2314,Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,29,1992,29.0,1280,1021,257,94,0,0,0,0,0,0,0,0,888,2,2,Matches
2315,José Sá,POR,GK,Wolves,Premier League,29,1993,36.0,1200,854,341,81,0,3,0,0,0,0,0,0,837,5,1,Matches
2316,Youssouf Sabaly,SEN,DF,Betis,La Liga,29,1993,18.7,949,769,176,19,0,1,17,157,0,0,0,0,780,4,25,Matches
2317,Halid Šabanović,BIH,DF,Angers,Ligue 1,22,1999,7.1,280,233,47,3,0,2,8,44,0,0,0,0,228,0,2,Matches
2318,Abdelhamid Sabiri,MAR,"MF,FW",Sampdoria,Serie A,25,1996,11.9,461,390,69,33,3,8,54,3,32,9,19,0,310,2,11,Matches
2319,Marcel Sabitzer,AUT,MF,Manchester Utd,Premier League,28,1994,7.0,307,293,9,4,2,3,4,2,1,0,0,0,237,5,7,Matches
2320,Marcel Sabitzer,AUT,MF,Bayern Munich,Bundesliga,28,1994,7.0,466,451,12,6,1,2,5,4,1,1,0,0,402,3,3,Matches
2321,Falaye Sacko,MLI,DF,Montpellier,Ligue 1,27,1995,28.7,1240,1033,204,23,2,1,36,180,1,0,0,0,999,3,27,Matches
2322,Umar Sadiq,NGA,FW,Almería,La Liga,25,1997,2.7,36,32,3,0,0,0,0,1,0,0,0,0,22,1,2,Matches
2323,Umar Sadiq,NGA,FW,Real Sociedad,La Liga,25,1997,0.9,13,13,0,0,0,1,0,0,0,0,0,0,13,0,0,Matches
2324,Alexis Saelemaekers,BEL,"FW,DF",Milan,Serie A,23,1999,15.6,621,573,46,5,3,2,48,36,5,2,3,0,480,2,12,Matches
2325,Wesley Saïd,FRA,"FW,MF",Lens,Ligue 1,27,1995,7.2,195,184,9,0,1,0,5,2,0,0,0,0,155,2,5,Matches
2326,Allan Saint-Maximin,FRA,FW,Newcastle Utd,Premier League,25,1997,12.4,447,435,9,1,4,3,32,7,1,0,0,0,316,3,17,Matches
2327,Théo Sainte-Luce,FRA,DF,Montpellier,Ligue 1,23,1998,5.9,266,206,60,3,0,0,10,57,0,0,0,0,219,0,5,Matches
2328,Samuel Sáiz,ESP,MF,Girona,La Liga,31,1991,2.7,162,150,7,0,2,1,6,1,1,0,1,0,122,5,6,Matches
2329,Bukayo Saka,ENG,FW,Arsenal,Premier League,20,2001,35.3,1430,1297,131,11,2,3,172,21,99,76,0,2,1054,2,62,Matches
2330,Hamza Sakhi,MAR,MF,Auxerre,Ligue 1,26,1996,18.4,947,866,73,33,4,23,88,1,37,12,20,0,756,8,14,Matches
2331,Mamadou Sakho,FRA,DF,Montpellier,Ligue 1,32,1990,8.5,459,438,19,17,0,0,0,1,0,0,0,0,397,2,0,Matches
2332,Jacopo Sala,ITA,MF,Spezia,Serie A,30,1991,1.2,46,40,6,4,0,0,4,1,0,0,0,0,36,0,5,Matches
2333,Ibrahim Salah,MAR,"FW,MF",Rennes,Ligue 1,20,2001,2.5,121,120,1,0,0,0,8,1,0,0,0,0,94,0,4,Matches
2334,Mohamed Salah,EGY,FW,Liverpool,Premier League,30,1992,36.6,1185,1146,29,4,14,3,38,17,0,0,0,0,902,10,40,Matches
2335,Amine Salama,FRA,"FW,MF",Angers,Ligue 1,22,2000,13.9,321,303,16,0,2,0,12,0,0,0,0,0,236,2,10,Matches
2336,Kike Salas,ESP,DF,Sevilla,La Liga,20,2002,4.1,211,203,7,7,0,1,0,0,0,0,0,0,177,1,0,Matches
2337,William Saliba,FRA,DF,Arsenal,Premier League,21,2001,26.8,1865,1822,43,34,0,2,1,0,0,0,0,0,1698,0,8,Matches
2338,Dikeni Salifou,TOG,MF,Werder Bremen,Bundesliga,19,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2339,Mohammed Salisu,GHA,DF,Southampton,Premier League,23,1999,21.9,1196,1075,115,25,1,10,13,87,0,0,0,0,879,6,12,Matches
2340,Roland Sallai,HUN,"MF,FW",Freiburg,Bundesliga,25,1997,11.1,342,328,10,4,2,3,35,5,1,1,0,0,238,4,12,Matches
2341,Yoann Salmier,GUF,DF,Troyes,Ligue 1,29,1992,29.4,1456,1398,53,42,1,16,7,7,0,0,0,0,1198,5,13,Matches
2342,Salvi,ESP,"FW,MF",Rayo Vallecano,La Liga,31,1991,5.4,208,188,16,0,1,0,37,15,1,0,1,0,119,4,20,Matches
2343,Lazar Samardzic,SRB,MF,Udinese,Serie A,20,2002,20.5,893,772,118,48,3,23,92,5,62,33,17,0,715,3,17,Matches
2344,Diadie Samassékou,MLI,"MF,FW",Hoffenheim,Bundesliga,26,1996,0.4,20,20,0,0,0,0,0,0,0,0,0,0,17,0,0,Matches
2345,Mama Samba Baldé,GNB,FW,Troyes,Ligue 1,26,1995,29.6,584,511,70,0,2,6,13,0,0,0,0,0,389,3,30,Matches
2346,Brice Samba,FRA,GK,Lens,Ligue 1,28,1994,37.0,1237,985,250,90,0,12,0,0,0,0,0,0,938,2,1,Matches
2347,Albert Sambi Lokonga,BEL,MF,Arsenal,Premier League,22,1999,2.2,140,135,5,5,1,1,0,0,0,0,0,0,132,0,1,Matches
2348,Albert Sambi Lokonga,BEL,MF,Crystal Palace,Premier League,22,1999,6.0,264,250,10,9,2,1,0,1,0,0,0,0,228,4,2,Matches
2349,Junior Sambia,FRA,DF,Salernitana,Serie A,25,1996,7.7,396,311,85,6,0,1,33,71,8,3,4,0,312,0,7,Matches
2350,Samuel,BRA,"FW,MF",Valencia,La Liga,22,1999,32.1,1163,1121,37,5,5,2,82,22,10,1,2,0,878,5,57,Matches
2351,Fede San Emeterio,ESP,MF,Cádiz,La Liga,25,1997,20.5,657,640,12,12,2,4,4,0,0,0,0,0,518,5,12,Matches
2352,Antonio Sanabria,PAR,FW,Torino,Serie A,26,1996,27.0,691,632,58,2,1,5,2,2,0,0,0,0,524,1,18,Matches
2353,Leandro Sanca,GNB,"FW,MF",Spezia,Serie A,22,2000,0.4,12,11,1,0,0,0,2,0,0,0,0,0,9,0,0,Matches
2354,Oihan Sancet,ESP,MF,Athletic Club,La Liga,22,2000,28.1,975,936,28,13,9,3,17,1,3,0,2,0,788,11,19,Matches
2355,Renato Sanches,POR,MF,Paris S-G,Ligue 1,24,1997,8.0,669,653,14,7,2,3,5,5,2,0,2,0,608,2,10,Matches
2356,Alexis Sánchez,CHI,"FW,MF",Marseille,Ligue 1,33,1988,29.8,934,865,59,6,14,19,37,1,11,6,0,0,681,10,26,Matches
2357,Antonio Sánchez,ESP,"MF,DF",Mallorca,La Liga,25,1997,12.0,447,410,36,3,0,7,32,25,1,1,0,0,312,1,22,Matches
2358,Davinson Sánchez,COL,DF,Tottenham,Premier League,26,1996,9.5,594,583,10,7,0,1,2,3,0,0,0,0,515,1,10,Matches
2359,Iván Sánchez,ESP,"MF,FW",Valladolid,La Liga,29,1992,12.8,480,460,15,3,1,10,38,2,6,3,1,1,381,5,16,Matches
2360,Javi Sánchez,ESP,DF,Valladolid,La Liga,25,1997,26.6,1175,1119,51,41,1,23,5,4,0,0,0,0,962,5,13,Matches
2361,Manu Sánchez,ESP,DF,Osasuna,La Liga,21,2000,23.6,1144,943,197,11,0,2,71,186,0,0,0,0,916,4,28,Matches
2362,Robert Sánchez,ESP,GK,Brighton,Premier League,24,1997,23.0,781,608,168,37,0,4,0,0,0,0,0,0,604,5,3,Matches
2363,Jadon Sancho,ENG,"FW,MF",Manchester Utd,Premier League,22,2000,18.7,776,760,14,0,4,3,17,8,5,2,0,0,647,2,28,Matches
2364,Alex Sandro,BRA,DF,Juventus,Serie A,31,1991,19.9,1256,1100,152,24,0,8,19,117,0,0,0,0,1081,4,13,Matches
2365,Leroy Sané,GER,"MF,FW",Bayern Munich,Bundesliga,26,1996,22.3,1078,1053,20,0,9,3,16,9,5,3,0,0,880,5,22,Matches
2366,Sidi Sané,GER,FW,Schalke 04,Bundesliga,19,2003,0.3,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
2367,Morgan Sanson,FRA,MF,Aston Villa,Premier League,27,1994,0.1,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
2368,Morgan Sanson,FRA,MF,Strasbourg,Ligue 1,27,1994,15.8,620,578,36,22,6,4,35,3,10,2,5,0,480,6,16,Matches
2369,Nicola Sansone,ITA,FW,Bologna,Serie A,30,1991,8.2,218,194,22,1,0,2,20,1,10,7,2,0,161,2,7,Matches
2370,Baptiste Santamaria,FRA,MF,Rennes,Ligue 1,27,1995,20.1,1317,1280,35,35,1,12,7,0,0,0,0,0,1119,2,19,Matches
2371,Riccardo Saponara,ITA,FW,Fiorentina,Serie A,30,1991,13.4,457,451,3,0,2,6,32,3,0,0,0,0,329,3,13,Matches
2372,Pablo Sarabia,ESP,"FW,MF",Wolves,Premier League,30,1992,8.5,365,324,39,8,2,3,46,3,28,18,5,0,252,2,15,Matches
2373,Pablo Sarabia,ESP,"FW,MF",Paris S-G,Ligue 1,30,1992,4.1,187,171,15,2,5,1,16,1,12,5,5,0,147,1,5,Matches
2374,Jeremy Sarmiento,ECU,MF,Brighton,Premier League,20,2002,2.0,67,67,0,0,0,0,3,0,0,0,0,0,53,0,1,Matches
2375,Amin Sarr,SWE,FW,Lyon,Ligue 1,21,2001,6.0,142,136,6,0,0,0,4,1,0,0,0,0,104,0,3,Matches
