Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def_Pen,Def_3rd,Mid_3rd,Att_3rd,Att_Pen,Live,TOAtt,TOSucc,TOSuccp,TOTkld,TOTkldp,Carries,CaTotDist,CaPrgDist,CaPrgC,CaFTC,CaCPA,CaMis,CaDis,Rec,PrgR
155,Iago Aspas,ESP,FW,Celta Vigo,La Liga,34,1987,31.9,1487,26,111,643,748,145,1484,56,22,39.29,25,44.64,1030,5114,2370,80,58,30,52,46,1199,239
156,Lorenz Assignon,TOG,DF,Rennes,Ligue 1,22,2000,2.9,200,15,51,110,42,6,200,5,1,20,3,60,122,727,411,10,7,2,4,2,105,13
157,Youcef Atal,ALG,"DF,MF",Nice,Ligue 1,26,1996,8.7,632,22,149,295,202,18,632,43,19,44.19,22,51.16,443,2882,1605,38,29,8,10,5,402,63
158,Valentin Atangana Edoa,FRA,MF,Reims,Ligue 1,16,2005,1.9,76,5,21,32,24,8,76,5,0,0,3,60,50,319,135,5,3,2,3,4,45,6
159,Pierre-Emerick Aubameyang,GAB,FW,"Chelsea,Barcelona","Premier League,La Liga",33,1989,6.3,165,7,17,71,80,24,165,5,3,60,2,40,88,537,260,9,6,4,11,4,118,29
161,Emil Audero,ITA,GK,Sampdoria,Serie A,25,1997,25,982,811,968,17,0,0,982,0,0,#DIV/0!,0,#DIV/0!,548,2997,1827,0,0,0,1,0,414,0
162,Tommaso Augello,ITA,DF,Sampdoria,Serie A,27,1994,34,1981,88,615,856,544,21,1981,64,36,56.25,23,35.94,1042,5837,3177,84,43,5,21,17,1167,153
163,Ludwig Augustinsson,SWE,DF,"Aston Villa,Mallorca","Premier League,La Liga",28,1994,2.4,131,9,47,47,37,4,131,1,0,0,1,100,68,312,89,0,3,0,0,0,60,9
165,Serge Aurier,CIV,DF,Nott'ham Forest,Premier League,29,1992,21.6,1238,107,484,505,263,13,1238,32,16,50,11,34.38,520,2394,1398,37,26,2,31,18,574,50
166,Mathias Autret,FRA,"MF,FW",Auxerre,Ligue 1,31,1991,14.3,722,24,123,366,239,24,721,25,10,40,14,56,512,2801,950,20,12,3,18,4,471,58
167,Ezequiel Ávila,ARG,"FW,MF",Osasuna,La Liga,28,1994,19,739,18,83,275,383,61,736,34,17,50,14,41.18,422,1922,710,23,18,6,39,18,509,96
168,Cédric Avinel,GLP,DF,Ajaccio,Ligue 1,35,1986,19.9,876,119,508,369,5,2,876,1,0,0,0,0,576,3235,1495,3,1,0,3,0,508,1
169,Taiwo Awoniyi,NGA,FW,Nott'ham Forest,Premier League,24,1997,15.6,435,22,62,177,203,55,435,22,7,31.82,12,54.55,246,1269,530,18,13,9,68,29,284,55
170,Yasin Ayari,SWE,MF,Brighton,Premier League,18,2003,0.7,30,0,5,18,8,1,30,1,0,0,0,0,19,76,44,0,0,0,2,0,25,2
171,Mehmet Aydin,GER,"DF,FW",Schalke 04,Bundesliga,20,2002,6.3,380,24,128,165,97,5,380,14,4,28.57,7,50,166,963,416,9,12,2,13,3,158,21
172,André Ayew,GHA,"FW,MF",Nott'ham Forest,Premier League,32,1989,3.5,106,11,15,49,42,8,105,6,1,16.67,4,66.67,40,271,102,3,3,2,3,4,62,16
173,Jordan Ayew,GHA,"FW,MF",Crystal Palace,Premier League,30,1991,30.2,1327,46,192,611,560,98,1327,149,65,43.62,59,39.6,801,5195,2372,83,50,31,107,83,932,174
174,Kaan Ayhan,TUR,DF,Sassuolo,Serie A,27,1994,6.1,385,54,198,182,6,0,385,0,0,#DIV/0!,0,#DIV/0!,235,1168,744,8,5,0,0,1,264,0
175,Luke Ayling,ENG,DF,Leeds United,Premier League,30,1991,22.8,1413,79,466,578,390,56,1413,33,13,39.39,17,51.52,648,2963,1480,28,20,4,23,12,700,100
176,Ayman Azhil,MAR,MF,Leverkusen,Bundesliga,21,2001,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0
177,Sardar Azmoun,IRN,"FW,MF",Leverkusen,Bundesliga,27,1995,10.3,344,13,43,175,135,48,344,11,6,54.55,5,45.45,167,769,343,11,8,8,23,10,256,45
178,César Azpilicueta,ESP,DF,Chelsea,Premier League,32,1989,17,1245,84,424,510,319,25,1245,13,7,53.85,5,38.46,612,2691,1573,23,19,0,12,5,753,81
179,Sanoussy Ba,GER,DF,RB Leipzig,Bundesliga,18,2004,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0
180,Iddrisu Baba,GHA,"MF,DF",Mallorca,La Liga,26,1996,18.9,773,61,253,476,60,8,773,19,11,57.89,5,26.32,413,1926,498,3,5,0,28,15,398,8
181,Srđan Babić,SRB,DF,Almería,La Liga,26,1996,33.3,1640,237,976,633,43,16,1640,8,4,50,4,50,891,4831,2792,21,13,1,10,3,1013,5
182,Loïc Bade,FRA,DF,"Sevilla,Rennes","La Liga,Ligue 1",22,2000,17.1,1097,124,607,462,36,12,1097,9,6,66.67,2,22.22,660,2993,1376,7,5,0,6,2,699,2
184,Édgar Badía,ESP,GK,Elche,La Liga,30,1992,36,1189,1110,1188,2,0,0,1189,0,0,#DIV/0!,0,#DIV/0!,599,3229,1937,0,0,0,2,0,401,0
185,Benoît Badiashile,FRA,DF,"Chelsea,Monaco","Premier League,Ligue 1",21,2001,19.4,1513,177,709,782,38,18,1513,4,1,25,3,75,1032,5138,2888,14,5,1,5,3,1038,2
187,Alex Baena,ESP,"MF,FW",Villarreal,La Liga,21,2001,21.6,1103,28,152,512,454,66,1103,62,27,43.55,25,40.32,752,3962,1847,50,42,14,41,34,873,110
188,Jaime Báez,URU,DF,Cremonese,Serie A,27,1995,1.1,62,3,10,37,16,2,62,2,1,50,0,0,34,197,124,5,3,0,1,0,34,8
189,Leon Bailey,JAM,"FW,MF",Aston Villa,Premier League,24,1997,21.9,813,16,91,283,456,89,813,111,40,36.04,55,49.55,520,4022,1703,85,33,38,48,53,561,182
190,Eric Bailly,CIV,DF,Marseille,Ligue 1,28,1994,6,357,40,159,181,20,10,357,4,2,50,2,50,218,1355,619,4,2,0,8,3,182,4
191,Dénys Bain,FRA,DF,Auxerre,Ligue 1,29,1993,1.4,70,15,42,28,0,0,70,1,1,100,0,0,48,294,137,0,0,0,0,0,44,0
192,Brandon Baiye,BEL,MF,Clermont Foot,Ligue 1,21,2000,0.6,42,5,10,24,8,1,42,1,1,100,0,0,27,159,54,0,0,0,1,1,24,0
193,Stefan Bajcetic,ESP,MF,Liverpool,Premier League,17,2004,5.8,324,6,66,189,74,5,324,16,7,43.75,4,25,175,990,450,10,7,0,7,6,204,1
194,Nedim Bajrami,ALB,"MF,FW","Empoli,Sassuolo","Serie A,Serie A",23,1999,19.5,908,9,129,335,466,56,908,63,29,46.03,30,47.62,545,3580,1555,45,37,22,44,26,599,143
196,Cédric Bakambu,COD,MF,Marseille,Ligue 1,31,1991,0.7,33,0,6,15,12,3,33,2,0,0,2,100,22,135,59,1,3,1,2,1,20,4
197,Tiemoué Bakayoko,FRA,MF,Milan,Serie A,27,1994,0.5,30,3,16,12,2,0,30,3,1,33.33,2,66.67,16,96,56,0,1,0,1,1,15,1
198,Mitchel Bakker,NED,"DF,MF",Leverkusen,Bundesliga,22,2000,18.4,1139,32,331,570,250,29,1139,39,11,28.21,21,53.85,575,2706,1353,28,17,8,23,15,702,65
199,Ridle Baku,GER,"DF,FW",Wolfsburg,Bundesliga,24,1998,28.7,1889,80,521,880,498,45,1889,61,23,37.7,27,44.26,1052,4917,2381,50,23,8,59,20,1155,157
200,Tommaso Baldanzi,ITA,MF,Empoli,Serie A,19,2003,19.7,841,11,109,408,334,46,841,60,23,38.33,30,50,548,3500,1772,57,51,14,33,15,600,94
201,Alejandro Balde,ESP,DF,Barcelona,La Liga,18,2003,27.5,1939,40,419,874,672,78,1939,96,50,52.08,36,37.5,1270,7276,4100,96,69,35,41,24,1348,234
202,Thierno Balde,FRA,"DF,MF",Troyes,Ligue 1,20,2002,23.9,1138,85,395,425,339,34,1138,67,36,53.73,22,32.84,765,5808,2996,66,51,11,38,15,650,118
203,Carlos Baleba,CMR,MF,Lille,Ligue 1,18,2004,5.3,384,10,49,256,83,5,384,28,15,53.57,9,32.14,302,1903,1027,16,16,2,12,17,284,12
204,Mikel Balenziaga,ESP,DF,Athletic Club,La Liga,34,1988,1.3,77,2,14,39,25,0,77,1,1,100,0,0,29,100,50,0,2,0,0,1,41,6
205,Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,23,1999,29.3,1997,223,869,1027,113,16,1997,14,9,64.29,4,28.57,1413,8306,4291,15,19,0,23,3,1232,19
206,Dominic Ballard,ENG,"FW,MF",Southampton,Premier League,17,2005,0.3,11,0,2,4,5,0,11,2,0,0,1,50,6,25,10,1,0,0,3,1,7,1
207,Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,30,1992,35.9,2116,88,503,925,695,26,2116,31,11,35.48,12,38.71,1021,5129,2879,75,51,4,22,9,1150,147
208,Fodé Ballo-Touré,SEN,DF,Milan,Serie A,25,1997,5.8,352,7,77,168,110,9,352,15,5,33.33,9,60,152,762,427,11,7,0,6,6,188,31
209,Folarin Balogun,USA,FW,Reims,Ligue 1,21,2001,33.3,970,16,72,385,525,198,963,87,35,40.23,44,50.57,742,4561,1697,56,27,45,94,74,743,283
210,Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,32,1990,15.2,832,52,317,442,81,2,832,9,4,44.44,4,44.44,598,2647,1112,8,5,0,9,4,541,19
211,Jonathan Bamba,CIV,FW,Lille,Ligue 1,26,1996,30.9,1803,22,170,799,859,140,1803,99,35,35.35,54,54.55,1438,8683,3476,111,84,29,66,61,1354,345
212,Patrick Bamford,ENG,FW,Leeds United,Premier League,28,1993,16.8,550,19,34,257,266,83,548,34,11,32.35,19,55.88,290,1186,447,17,17,13,56,21,386,96
213,Lameck Banda,ZAM,"FW,MF",Lecce,Serie A,21,2001,18.2,720,13,75,266,403,74,720,112,48,42.86,48,42.86,505,4583,2236,86,55,38,67,36,509,160
214,Filippo Bandinelli,ITA,MF,Empoli,Serie A,27,1995,25.1,1333,66,317,658,376,29,1333,42,15,35.71,21,50,746,3897,1736,40,41,7,42,30,863,89
215,Léo Baptistão,BRA,"FW,MF",Almería,La Liga,29,1992,19.2,789,16,158,391,262,61,789,36,14,38.89,16,44.44,465,2611,1484,38,31,9,56,17,525,83
216,Shandon Baptiste,GRN,MF,Brentford,Premier League,24,1998,6.9,373,12,87,196,97,7,373,13,6,46.15,3,23.08,240,1097,507,8,12,3,16,8,247,23
217,Antonín Barák,CZE,MF,"Hellas Verona,Fiorentina","Serie A,Serie A",27,1994,20.3,920,19,84,480,368,67,920,41,20,48.78,18,43.9,568,3432,1460,45,31,8,35,29,660,94
219,Andrea Barberis,ITA,MF,Monza,Serie A,28,1993,3.8,194,6,38,126,31,2,194,0,0,#DIV/0!,0,#DIV/0!,100,487,253,3,7,1,3,6,137,0
220,Tommaso Barbieri,ITA,DF,Juventus,Serie A,19,2002,1.2,78,1,28,29,21,2,78,3,1,33.33,1,33.33,40,275,125,5,2,0,5,0,50,4
221,Bradley Barcola,FRA,"FW,MF",Lyon,Ligue 1,19,2002,16,666,10,81,243,355,108,666,80,40,50,38,47.5,481,3202,1403,51,30,30,36,8,444,156
222,Melvin Bard,FRA,DF,Nice,Ligue 1,21,2000,27.3,1820,93,603,837,409,26,1820,54,23,42.59,25,46.3,1191,6786,3208,61,60,8,23,16,1050,126
223,Francesco Bardi,ITA,GK,Bologna,Serie A,30,1992,1,25,23,25,0,0,0,25,0,0,#DIV/0!,0,#DIV/0!,10,46,35,0,0,0,0,1,7,0
224,Keidi Bare,ALB,MF,Espanyol,La Liga,24,1997,5.6,336,15,67,207,62,5,336,6,2,33.33,3,50,181,1012,439,6,13,1,6,3,214,11
225,Nicolò Barella,ITA,MF,Inter,Serie A,25,1997,29,1892,43,303,962,656,57,1892,70,40,57.14,17,24.29,1253,7327,3430,76,69,10,52,39,1426,162
226,Kike Barja,ESP,"FW,MF",Osasuna,La Liga,25,1997,14.6,674,6,65,199,413,55,674,89,39,43.82,44,49.44,459,3154,1499,61,28,18,44,25,498,185
227,Ross Barkley,ENG,"MF,FW",Nice,Ligue 1,28,1993,10.7,606,10,91,296,228,26,606,21,12,57.14,8,38.1,457,2573,1229,30,30,7,12,24,434,46
228,Aymen Barkok,MAR,MF,Mainz 05,Bundesliga,24,1998,6.5,360,12,53,156,158,16,360,20,9,45,11,55,185,1396,726,17,16,4,16,9,216,28
229,Harvey Barnes,ENG,"FW,MF",Leicester City,Premier League,24,1997,30.1,1143,17,128,435,600,133,1143,91,27,29.67,53,58.24,734,5174,2749,100,72,48,75,42,900,257
230,Leandro Barreiro Martins,LUX,MF,Mainz 05,Bundesliga,22,2000,23.8,870,55,221,432,231,58,870,19,5,26.32,9,47.37,356,1564,640,17,16,2,39,13,372,49
231,Enzo Barrenechea,ARG,MF,Juventus,Serie A,21,2001,1.8,138,3,36,90,13,2,138,1,0,0,1,100,79,343,171,1,1,0,1,1,93,2
232,Ander Barrenetxea,ESP,"FW,DF",Real Sociedad,La Liga,20,2001,9.8,544,14,110,213,232,41,544,63,34,53.97,25,39.68,328,2099,994,36,15,17,36,18,348,72
233,Mickaël Barreto,FRA,MF,Ajaccio,Ligue 1,31,1991,14.7,869,18,159,501,227,9,869,49,23,46.94,24,48.98,601,3671,1576,26,30,0,34,19,533,53
234,Pablo Barrios,ESP,MF,Atlético Madrid,La Liga,19,2003,8,554,12,106,314,140,12,554,30,15,50,12,40,320,1795,690,16,10,3,15,10,405,27
235,Musa Barrow,GAM,"FW,MF",Bologna,Serie A,23,1998,21.8,1064,5,122,454,502,46,1064,71,24,33.8,41,57.75,667,4328,1960,68,59,19,50,31,791,141
236,Federico Baschirotto,ITA,DF,Lecce,Serie A,25,1996,37,1823,238,968,771,96,36,1823,5,3,60,1,20,849,4481,2352,12,4,0,10,2,918,12
237,Toma Bašić,CRO,MF,Lazio,Serie A,25,1996,5.7,367,12,75,179,115,17,367,8,3,37.5,4,50,222,1064,477,14,8,1,13,6,250,29
238,Alberto Basso,ITA,MF,Cremonese,Serie A,18,2004,0.2,3,0,0,0,3,1,3,0,0,#DIV/0!,0,#DIV/0!,2,27,11,0,0,0,0,1,3,2
239,Gil Bastião Dias,POR,FW,Stuttgart,Bundesliga,25,1996,4.4,246,4,46,111,97,13,246,19,10,52.63,8,42.11,157,1079,531,16,5,4,17,11,164,33
240,Alessandro Bastoni,ITA,DF,Inter,Serie A,23,1999,24,1857,201,796,821,250,30,1857,15,8,53.33,6,40,1137,5797,3688,47,31,3,13,6,1310,44
241,Simone Bastoni,ITA,"MF,DF",Spezia,Serie A,25,1996,13.2,749,31,183,306,273,24,749,20,7,35,10,50,341,1724,853,20,16,2,20,14,401,65
242,Rodrigo Battaglia,ARG,MF,Mallorca,La Liga,31,1991,7.6,310,28,114,170,27,6,310,3,0,0,1,33.33,136,665,268,3,4,0,5,6,164,3
243,Maximilian Bauer,GER,DF,Augsburg,Bundesliga,22,2000,20.5,982,135,590,362,36,13,982,5,2,40,1,20,461,2267,1272,11,8,0,10,5,501,2
244,Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,32,1990,34,1503,1219,1489,15,0,0,1503,0,0,#DIV/0!,0,#DIV/0!,903,4083,2259,0,0,0,0,0,757,0
245,Timo Baumgartl,GER,DF,Union Berlin,Bundesliga,26,1996,6.2,372,33,160,187,26,9,372,0,0,#DIV/0!,0,#DIV/0!,212,1099,626,4,4,0,3,0,227,2
246,Julian Baumgartlinger,AUT,MF,Augsburg,Bundesliga,34,1988,6.2,292,19,93,156,44,3,292,4,1,25,2,50,143,462,203,1,2,0,7,3,151,3
247,Christoph Baumgartner,AUT,"MF,FW",Hoffenheim,Bundesliga,22,1999,28.5,1340,39,204,655,505,118,1340,116,54,46.55,47,40.52,767,4948,2487,76,59,33,81,36,900,145
248,Cyrille Bayala,BFA,MF,Ajaccio,Ligue 1,26,1996,22.3,947,27,161,431,373,45,947,68,25,36.76,38,55.88,620,4019,1631,46,34,14,56,35,541,109
249,Brian Bayeye,FRA,DF,Torino,Serie A,22,2000,0.7,64,6,29,24,11,3,64,2,2,100,0,0,23,139,93,3,2,2,3,2,29,5
250,Noah Joel Sarenren Bazee,NGA,"MF,FW",Augsburg,Bundesliga,25,1996,0.2,8,0,1,4,4,1,8,2,1,50,1,50,4,45,15,0,1,0,1,0,5,1
251,Gavin Bazunu,IRL,GK,Southampton,Premier League,20,2002,32,1253,910,1234,19,0,0,1253,0,0,#DIV/0!,0,#DIV/0!,746,3699,2072,0,0,0,0,0,599,0
252,Bebé,CPV,FW,Rayo Vallecano,La Liga,32,1990,0.7,52,0,1,19,36,0,52,8,3,37.5,4,50,37,344,154,5,8,0,6,3,34,10
253,Ihlas Bebou,TOG,"FW,DF",Hoffenheim,Bundesliga,28,1994,15.7,576,22,63,235,288,69,575,58,26,44.83,30,51.72,307,1655,680,27,19,15,61,17,376,116
254,Rodrigo Becão,BRA,DF,Udinese,Serie A,26,1996,27.6,1667,135,805,701,172,43,1667,10,5,50,5,50,850,3682,2219,19,15,3,16,2,948,48
255,Mads Bech Sørensen,DEN,"DF,MF",Brentford,Premier League,23,1999,0.2,14,1,4,8,2,0,14,0,0,#DIV/0!,0,#DIV/0!,2,3,0,0,0,0,0,0,5,0
256,Julius Beck,DEN,MF,Spezia,Serie A,17,2005,0.1,8,0,2,5,1,0,8,0,0,#DIV/0!,0,#DIV/0!,5,27,5,0,0,0,1,1,6,0
257,Sheraldo Becker,SUR,FW,Union Berlin,Bundesliga,27,1995,28.4,908,7,57,263,602,117,908,59,26,44.07,28,47.46,617,4379,2043,105,48,45,62,35,679,240
258,Jan Bednarek,POL,DF,"Southampton,Aston Villa","Premier League,Premier League",26,1996,19.7,1206,214,674,500,38,14,1206,2,1,50,1,50,626,2962,1757,9,1,0,2,1,658,2
260,Donny van de Beek,NED,MF,Manchester Utd,Premier League,25,1997,1.9,72,1,3,23,46,11,72,3,2,66.67,1,33.33,39,148,85,2,3,0,2,2,53,20
261,Asmir Begović,BIH,GK,Everton,Premier League,35,1987,1,33,31,33,0,0,0,33,0,0,#DIV/0!,0,#DIV/0!,19,75,47,0,0,0,0,0,13,0
262,Yanis Begraoui,MAR,"FW,MF",Toulouse,Ligue 1,21,2001,0.7,29,0,7,11,11,2,29,2,1,50,1,50,22,91,32,1,1,0,6,1,21,3
263,Kevin Behrens,GER,FW,Union Berlin,Bundesliga,31,1991,17.1,687,30,53,312,327,83,687,24,12,50,8,33.33,306,1254,350,11,8,6,45,20,512,92
264,Alexis Beka Beka,FRA,"MF,DF",Nice,Ligue 1,21,2001,6.1,387,14,82,219,93,5,387,17,8,47.06,8,47.06,295,1911,864,13,12,3,12,8,262,23
265,Jérémie Bela,ANG,"DF,MF",Clermont Foot,Ligue 1,29,1993,8.3,355,15,72,132,157,15,355,27,9,33.33,14,51.85,240,1600,644,22,14,5,19,8,224,54
266,Reda Belahyane,FRA,MF,Nice,Ligue 1,18,2004,2,135,3,41,92,9,1,135,5,5,100,0,0,113,643,318,3,4,1,3,5,97,1
267,Youcef Belaïli,ALG,"MF,FW","Ajaccio,Brest","Ligue 1,Ligue 1",30,1992,16.8,843,8,88,404,367,64,837,79,33,41.77,31,39.24,625,4138,1803,48,34,22,58,31,575,99
269,Haris Belkebla,ALG,MF,Brest,Ligue 1,28,1994,29.5,1524,58,353,979,214,15,1523,34,11,32.35,15,44.12,1097,5725,2432,19,25,4,37,27,946,37
270,Stefan Bell,GER,DF,Mainz 05,Bundesliga,30,1991,26.6,1551,180,849,653,59,18,1551,7,6,85.71,0,0,767,3351,1604,9,6,0,13,4,760,10
271,Armel Bella Kotchap,GER,DF,Southampton,Premier League,20,2001,20.9,1211,209,654,519,46,22,1211,11,4,36.36,3,27.27,697,3570,1899,9,12,2,9,6,682,2
272,Raoul Bellanova,ITA,DF,Inter,Serie A,22,2000,5.5,373,24,115,127,135,13,373,12,7,58.33,2,16.67,230,1762,908,25,12,3,4,5,246,37
273,Karim Bellarabi,GER,"FW,MF",Leverkusen,Bundesliga,32,1990,0.9,68,1,9,25,35,4,68,5,1,20,4,80,41,183,90,4,3,2,1,2,55,11
274,Jean-Ricner Bellegarde,FRA,"MF,FW",Strasbourg,Ligue 1,24,1998,26.9,1589,30,219,833,569,45,1589,111,57,51.35,32,28.83,1129,8275,4230,104,97,16,64,44,1035,110
275,Héctor Bellerín,ESP,DF,Barcelona,La Liga,27,1995,1.6,107,1,17,50,41,5,107,4,3,75,1,25,54,271,159,2,3,1,1,0,66,6
276,Jude Bellingham,ENG,MF,Dortmund,Bundesliga,19,2003,29.9,2091,48,342,1171,606,105,2090,151,86,56.95,42,27.81,1342,7887,3912,97,50,24,63,58,1568,139
277,Jeanöel Belocian,FRA,DF,Rennes,Ligue 1,17,2005,5.6,353,24,123,191,41,4,353,4,2,50,1,25,248,1242,543,8,5,1,4,2,223,21
278,Andrea Belotti,ITA,FW,Roma,Serie A,28,1993,12.7,404,7,34,164,210,52,403,33,7,21.21,18,54.55,226,1235,452,21,14,11,34,15,322,94
279,Fran Beltrán,ESP,MF,Celta Vigo,La Liga,23,1999,31.7,2062,62,454,1253,366,11,2062,22,16,72.73,6,27.27,1239,6158,2685,27,45,4,26,17,1354,33
280,Eliesse Ben Seghir,FRA,"FW,MF",Monaco,Ligue 1,17,2005,11.7,583,2,38,284,272,40,583,36,14,38.89,14,38.89,459,2968,1211,31,28,8,39,22,440,93
281,Salim Ben Seghir,FRA,MF,Marseille,Ligue 1,19,2003,0,4,0,0,2,2,0,4,0,0,#DIV/0!,0,#DIV/0!,3,13,6,0,0,0,1,2,3,0
282,Wissam Ben Yedder,FRA,FW,Monaco,Ligue 1,31,1990,23.5,799,0,22,325,458,151,793,51,23,45.1,25,49.02,610,3251,1304,48,32,26,35,32,599,198
283,Marco Benassi,ITA,DF,"Fiorentina,Cremonese","Serie A,Serie A",27,1994,12.1,573,21,134,285,160,20,573,10,8,80,0,0,306,1477,559,10,18,0,13,11,309,36
285,Iker Benito,ESP,"FW,MF",Osasuna,La Liga,19,2002,2,66,4,19,24,26,3,66,9,3,33.33,5,55.56,34,371,245,9,6,2,3,2,35,15
286,Ismaël Bennacer,ALG,MF,Milan,Serie A,24,1997,22.3,1666,30,300,1023,369,10,1666,49,27,55.1,13,26.53,985,5133,2012,30,30,4,42,23,1097,52
287,Saïd Benrahma,ALG,"FW,MF",West Ham,Premier League,26,1995,23,1091,16,131,399,583,94,1087,123,51,41.46,56,45.53,699,5281,2705,109,54,44,53,42,800,237
288,Ramy Bensebaini,ALG,DF,M'Gladbach,Bundesliga,27,1995,27.6,1885,138,685,870,345,54,1883,32,12,37.5,16,50,940,4235,2012,40,24,11,35,18,1061,98
289,Nabil Bentaleb,ALG,MF,Angers,Ligue 1,27,1994,27.7,2186,70,511,1366,358,15,2184,111,63,56.76,31,27.93,1628,9116,4191,46,62,6,45,37,1471,28
290,Rodrigo Bentancur,URU,MF,Tottenham,Premier League,25,1997,16.7,1071,52,295,612,175,19,1071,34,21,61.76,11,32.35,581,3001,1444,26,14,1,22,17,732,19
291,Daniel Bentley,ENG,GK,Wolves,Premier League,29,1993,2,87,83,87,0,0,0,87,0,0,#DIV/0!,0,#DIV/0!,29,193,133,0,0,0,0,0,34,0
292,Karim Benzema,FRA,FW,Real Madrid,La Liga,34,1987,22.6,1284,7,56,457,776,175,1276,44,20,45.45,22,50,796,3734,1900,72,43,31,32,28,1092,157
293,Domenico Berardi,ITA,FW,Sassuolo,Serie A,27,1994,20.7,1179,17,102,463,628,111,1171,50,22,44,20,40,766,3818,1586,57,29,31,60,23,905,213
294,Yuri Berchiche,ESP,DF,Athletic Club,La Liga,32,1990,26.7,1865,92,478,899,506,24,1865,30,12,40,15,50,966,4831,2537,59,45,3,22,14,1047,95
295,Álex Berenguer,ESP,FW,Athletic Club,La Liga,27,1995,25.5,1298,22,135,390,794,117,1298,85,37,43.53,44,51.76,716,4451,2024,73,54,35,63,39,848,249
296,Bartosz Bereszyński,POL,DF,"Sampdoria,Napoli","Serie A,Serie A",30,1992,15.1,883,54,288,377,230,14,883,18,5,27.78,13,72.22,390,1985,1033,28,23,1,13,6,420,47
298,Patrick Berg,NOR,"MF,FW",Lens,Ligue 1,24,1997,0.3,23,0,5,15,3,0,23,1,0,0,1,100,17,83,29,0,0,0,1,0,16,4
299,Mitchell van Bergen,NED,"FW,DF",Reims,Ligue 1,22,1999,10.1,437,10,57,158,239,37,437,38,14,36.84,23,60.53,314,2931,1489,51,44,15,24,11,275,89
300,Mergim Berisha,GER,FW,Augsburg,Bundesliga,24,1998,18.7,551,23,55,184,322,81,547,31,5,16.13,20,64.52,263,1276,480,20,15,11,42,27,324,99
301,Quentin Bernard,FRA,DF,Auxerre,Ligue 1,33,1989,7,473,32,152,242,82,2,473,4,1,25,1,25,324,1567,722,4,15,0,2,1,290,14
302,Paul Bernardoni,FRA,GK,Angers,Ligue 1,25,1997,27,742,619,739,3,0,0,742,0,0,#DIV/0!,0,#DIV/0!,446,2140,1346,0,0,0,0,0,247,0
303,Juan Bernat,ESP,"DF,MF",Paris S-G,Ligue 1,29,1993,18.3,1170,43,286,543,348,64,1170,40,21,52.5,17,42.5,912,4433,1916,24,21,14,7,9,849,143
304,Victor Bernth Kristiansen,DEN,DF,Leicester City,Premier League,19,2002,9.9,607,33,234,255,123,4,607,15,7,46.67,5,33.33,278,1494,714,17,8,0,10,10,302,24
305,Jason Berthomier,FRA,MF,Clermont Foot,Ligue 1,32,1990,0.3,20,0,1,13,6,0,20,0,0,#DIV/0!,0,#DIV/0!,16,69,20,0,0,0,0,0,17,2
306,Marco Bertini,ITA,MF,Lazio,Serie A,19,2002,0,0,0,0,0,0,0,0,0,0,#DIV/0!,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0
307,Beto,GNB,FW,Udinese,Serie A,24,1998,23.7,652,34,49,274,336,130,651,76,32,42.11,40,52.63,364,1825,594,25,15,14,114,43,475,121
308,Owen Bevan,WAL,DF,Bournemouth,Premier League,18,2003,0.1,3,0,3,0,0,0,3,0,0,#DIV/0!,0,#DIV/0!,1,0,0,0,0,0,0,0,1,0
309,Matteo Bianchetti,ITA,DF,Cremonese,Serie A,29,1993,23.7,1169,188,692,447,37,13,1169,3,2,66.67,1,33.33,552,2612,1377,6,2,0,6,3,586,4
310,Alessandro Bianco,ITA,MF,Fiorentina,Serie A,19,2002,1.7,91,2,18,59,14,1,91,2,0,0,0,0,49,240,144,4,1,0,2,5,68,2
311,Giulian Biancone,FRA,DF,Nott'ham Forest,Premier League,22,2000,0.2,25,2,19,5,1,0,25,0,0,#DIV/0!,0,#DIV/0!,10,76,61,2,1,0,0,0,13,1
312,Ermin Bičakčić,BIH,DF,Hoffenheim,Bundesliga,32,1990,2.9,137,32,76,43,18,4,137,0,0,#DIV/0!,0,#DIV/0!,59,207,91,0,2,0,2,0,62,3
313,Pedro Bigas,ESP,DF,Elche,La Liga,31,1990,22.4,1302,174,681,569,63,19,1302,8,5,62.5,3,37.5,722,3899,2273,19,13,0,13,4,766,3
314,Jaka Bijol,SVN,DF,Udinese,Serie A,23,1999,30.3,1729,296,1068,612,53,40,1729,5,2,40,3,60,972,4732,2415,3,7,2,10,4,1032,7
315,El Bilal Touré,MLI,FW,"Almería,Reims","La Liga,Ligue 1",20,2001,15,436,27,49,209,185,56,436,19,7,36.84,10,52.63,214,1197,534,18,16,9,45,11,278,52
317,Philip Billing,DEN,"MF,FW",Bournemouth,Premier League,26,1996,30.7,1410,76,334,666,428,71,1410,47,26,55.32,15,31.91,727,3695,1690,37,31,6,42,35,900,101
