Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,GA,npg,PK,PKatt,CrdY,CrdR,xG,NPxG,xAG,NPxG+xAG,PrgC,PrgP,PrgR,Gls_p90,Ast_p90,GA_p90,npg_p90,npG+A_p90,xG_p90,xAG_p90,xG+xAG_p90,NPxG_p90,NPxG+xAG_p90,
1513,Tim Lemperle,GER,"FW,MF",Köln,Bundesliga,20,2002,12,0,132,1.5,0,0,0,0,0,0,0,0,0.1,0.1,1,1.2,1,5,16,0,0,0,0,0,0.066666667,0.666666667,0.733333333,0.066666667,0.8,Matches
1514,Clément Lenglet,FRA,DF,Tottenham,Premier League,27,1995,26,24,2019,22.4,0,2,2,0,0,0,4,0,1,1,0.6,1.6,33,85,7,0,0.089285714,0.089285714,0,0.089285714,0.044642857,0.026785714,0.071428571,0.044642857,0.071428571,Matches
1515,Bernd Leno,GER,GK,Fulham,Premier League,30,1992,36,36,3240,36,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1516,Christopher Lenz,GER,DF,Eint Frankfurt,Bundesliga,27,1994,24,13,1290,14.3,0,2,2,0,0,0,1,0,0.6,0.6,2.6,3.1,30,63,67,0,0.13986014,0.13986014,0,0.13986014,0.041958042,0.181818182,0.223776224,0.041958042,0.216783217,Matches
1517,Donovan Léon,GUF,GK,Auxerre,Ligue 1,29,1992,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1518,Sergio León,ESP,FW,Valladolid,La Liga,33,1989,29,14,1334,14.8,6,1,7,5,1,2,0,1,3.9,2.3,1.2,3.5,21,22,75,0.405405405,0.067567568,0.472972973,0.337837838,0.405405405,0.263513514,0.081081081,0.344594595,0.155405405,0.236486486,Matches
1519,Johann Lepenant,FRA,MF,Lyon,Ligue 1,19,2002,31,21,1933,21.5,1,2,3,1,0,0,4,0,0.9,0.9,1.2,2,20,125,44,0.046511628,0.093023256,0.139534884,0.046511628,0.139534884,0.041860465,0.055813953,0.097674419,0.041860465,0.093023256,Matches
1520,Mehdi Léris,ALG,"MF,DF",Sampdoria,Serie A,24,1998,32,29,2460,27.3,1,1,2,1,0,0,13,0,3.4,3.4,1.8,5.2,56,62,165,0.036630037,0.036630037,0.073260073,0.036630037,0.073260073,0.124542125,0.065934066,0.19047619,0.124542125,0.19047619,Matches
1521,Jefferson Lerma,COL,MF,Bournemouth,Premier League,27,1994,37,37,3252,36.1,5,0,5,5,0,0,7,0,2.6,2.6,2.3,4.9,22,142,30,0.138504155,0,0.138504155,0.138504155,0.138504155,0.072022161,0.063711911,0.135734072,0.072022161,0.135734072,Matches
1522,Benjamin Leroy,FRA,GK,Ajaccio,Ligue 1,33,1989,32,32,2798,31.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
1523,Léo Leroy,FRA,MF,Montpellier,Ligue 1,22,2000,27,14,1192,13.2,0,0,0,0,0,0,7,0,1.1,1.1,0.9,2,14,61,25,0,0,0,0,0,0.083333333,0.068181818,0.151515152,0.083333333,0.151515152,Matches
1524,Alexandre Letellier,FRA,GK,Paris S-G,Ligue 1,31,1990,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1525,Ruan Levine,BRA,"MF,FW",Ajaccio,Ligue 1,23,1999,3,0,24,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0,1,4,0,0,0,0,0,0.666666667,0.333333333,1,0.666666667,1,Matches
1526,Robert Lewandowski,POL,FW,Barcelona,La Liga,33,1988,34,33,2847,31.6,23,7,30,23,0,1,4,1,24.3,23.5,6.3,29.8,52,100,248,0.727848101,0.221518987,0.949367089,0.727848101,0.949367089,0.768987342,0.199367089,0.96835443,0.743670886,0.943037975,Matches
1527,Jamie Leweling,GER,"FW,MF",Union Berlin,Bundesliga,21,2001,16,0,265,2.9,1,1,2,1,0,0,1,0,0.7,0.7,0.3,0.9,8,4,24,0.344827586,0.344827586,0.689655172,0.344827586,0.689655172,0.24137931,0.103448276,0.344827586,0.24137931,0.310344828,Matches
1528,Jamal Lewis,NIR,"DF,FW",Newcastle Utd,Premier League,24,1998,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Matches
1529,Rico Lewis,ENG,"DF,MF",Manchester City,Premier League,17,2004,14,10,903,10,0,0,0,0,0,0,1,0,0.2,0.2,1.5,1.7,22,48,26,0,0,0,0,0,0.02,0.15,0.17,0.02,0.17,Matches
1530,Keane Lewis-Potter,ENG,"FW,MF",Brentford,Premier League,21,2001,10,3,321,3.6,0,1,1,0,0,0,0,0,0.5,0.5,1.2,1.7,8,6,39,0,0.277777778,0.277777778,0,0.277777778,0.138888889,0.333333333,0.472222222,0.138888889,0.472222222,Matches
1531,Dimitri Liénard,FRA,"DF,MF",Strasbourg,Ligue 1,34,1988,28,18,1543,17.1,0,0,0,0,0,0,4,0,0.6,0.6,2,2.7,24,67,111,0,0,0,0,0,0.035087719,0.116959064,0.152046784,0.035087719,0.157894737,Matches
1532,Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,26,1996,29,27,2498,27.8,1,0,1,1,0,0,3,0,1.4,1.4,0.3,1.7,16,79,4,0.035971223,0,0.035971223,0.035971223,0.035971223,0.050359712,0.010791367,0.061151079,0.050359712,0.061151079,Matches
1533,Matthijs de Ligt,NED,DF,Bayern Munich,Bundesliga,22,1999,31,27,2403,26.7,3,1,4,3,0,0,4,0,1.1,1.1,0.5,1.6,17,143,14,0.112359551,0.037453184,0.149812734,0.112359551,0.149812734,0.041198502,0.018726592,0.059925094,0.041198502,0.059925094,Matches
1534,Dimitris Limnios,GRE,FW,Köln,Bundesliga,24,1998,2,0,39,0.4,0,0,0,0,0,0,0,0,0,0,0.1,0.1,2,0,7,0,0,0,0,0,0,0.25,0.25,0,0.25,Matches
1535,Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,28,1994,20,14,1365,15.2,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,3,36,1,0,0,0,0,0,0.019736842,0.006578947,0.026315789,0.019736842,0.026315789,Matches
1536,Jesper Lindstrøm,DEN,"MF,FW",Eint Frankfurt,Bundesliga,22,2000,27,22,1679,18.7,7,2,9,7,0,0,2,0,5.9,5.9,2.8,8.8,65,33,136,0.374331551,0.106951872,0.481283422,0.374331551,0.481283422,0.315508021,0.14973262,0.465240642,0.315508021,0.470588235,Matches
1537,Karol Linetty,POL,MF,Torino,Serie A,27,1995,32,22,1886,21,1,0,1,1,0,0,8,0,1,1,0.9,1.9,27,73,32,0.047619048,0,0.047619048,0.047619048,0.047619048,0.047619048,0.042857143,0.09047619,0.047619048,0.09047619,Matches
1538,Jesse Lingard,ENG,"FW,MF",Nott'ham Forest,Premier League,29,1992,17,12,923,10.3,0,0,0,0,0,0,1,0,1,1,0.7,1.7,11,33,38,0,0,0,0,0,0.097087379,0.067961165,0.165048544,0.097087379,0.165048544,Matches
1539,Pol Lirola,ESP,DF,Elche,La Liga,24,1997,12,7,628,7,1,0,1,1,0,0,1,0,0.2,0.2,0.7,0.9,21,19,35,0.142857143,0,0.142857143,0.142857143,0.142857143,0.028571429,0.1,0.128571429,0.028571429,0.128571429,Matches
1540,Mateusz Lis,POL,GK,Troyes,Ligue 1,25,1997,9,8,751,8.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1541,Marcin Listkowski,POL,"MF,FW",Lecce,Serie A,24,1998,5,0,77,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,6,1,4,0,0,0,0,0,0.111111111,0,0.111111111,0.111111111,0.111111111,Matches
1542,Valentino Livramento,ENG,"DF,FW",Southampton,Premier League,19,2002,2,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1543,Dejan Ljubicic,AUT,"MF,FW",Köln,Bundesliga,24,1997,27,20,1710,19,5,1,6,4,1,1,3,0,3.3,2.6,2.1,4.7,37,65,95,0.263157895,0.052631579,0.315789474,0.210526316,0.263157895,0.173684211,0.110526316,0.284210526,0.136842105,0.247368421,Matches
1544,Javier Llabrés,ESP,FW,Mallorca,La Liga,19,2002,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1545,Diego Llorente,ESP,DF,"Leeds United,Roma","Premier League,Serie A",28,1993,17,12,1222,13.6,0,0,0,0,0,0,1,0,1.1,1.1,0.1,1.2,4,39,4,0,0,0,0,0,0.080882353,0.007352941,0.088235294,0.080882353,0.088235294,Matches
1547,Marcos Llorente,ESP,"MF,DF",Atlético Madrid,La Liga,27,1995,22,21,1703,18.9,1,2,3,1,0,0,5,0,2.1,2.1,3.8,6,64,88,139,0.052910053,0.105820106,0.158730159,0.052910053,0.158730159,0.111111111,0.201058201,0.312169312,0.111111111,0.317460317,Matches
1548,Hugo Lloris,FRA,GK,Tottenham,Premier League,35,1986,25,25,2205,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1549,Giovani Lo Celso,ARG,"MF,FW",Villarreal,La Liga,26,1996,22,14,1126,12.5,2,3,5,2,0,0,3,0,2.5,2.5,3.3,5.8,35,97,70,0.16,0.24,0.4,0.16,0.4,0.2,0.264,0.464,0.2,0.464,Matches
1550,Stanislav Lobotka,SVK,MF,Napoli,Serie A,27,1994,38,34,3101,34.5,1,1,2,1,0,0,2,0,0.6,0.6,1,1.6,51,172,39,0.028985507,0.028985507,0.057971014,0.028985507,0.057971014,0.017391304,0.028985507,0.046376812,0.017391304,0.046376812,Matches
1551,Manuel Locatelli,ITA,MF,Juventus,Serie A,24,1998,32,29,2446,27.2,0,2,2,0,0,0,8,0,1.5,1.5,1.8,3.2,25,134,37,0,0.073529412,0.073529412,0,0.073529412,0.055147059,0.066176471,0.121323529,0.055147059,0.117647059,Matches
1552,Luka Lochoshvili,GEO,DF,Cremonese,Serie A,24,1998,25,22,1839,20.4,1,2,3,1,0,0,4,0,0.6,0.6,1.1,1.7,17,70,5,0.049019608,0.098039216,0.147058824,0.049019608,0.147058824,0.029411765,0.053921569,0.083333333,0.029411765,0.083333333,Matches
1553,Bradley Locko,FRA,DF,"Reims,Brest","Ligue 1,Ligue 1",20,2002,22,15,1329,14.8,0,0,0,0,0,0,3,1,0.2,0.2,0.7,0.9,42,62,44,0,0,0,0,0,0.013513514,0.047297297,0.060810811,0.013513514,0.060810811,Matches
1555,Renan Lodi,BRA,DF,Nott'ham Forest,Premier League,24,1998,28,26,2214,24.6,0,1,1,0,0,0,7,0,1,1,1.2,2.1,24,31,70,0,0.040650407,0.040650407,0,0.040650407,0.040650407,0.048780488,0.089430894,0.040650407,0.085365854,Matches
1556,Ruben Loftus-Cheek,ENG,"MF,DF",Chelsea,Premier League,26,1996,25,19,1536,17.1,0,1,1,0,0,0,1,0,0.8,0.8,1.5,2.4,56,90,86,0,0.058479532,0.058479532,0,0.058479532,0.046783626,0.087719298,0.134502924,0.046783626,0.140350877,Matches
1557,Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,24,1997,33,28,2518,28,1,4,5,1,0,0,2,0,3.6,3.6,3.3,6.9,21,116,115,0.035714286,0.142857143,0.178571429,0.035714286,0.178571429,0.128571429,0.117857143,0.246428571,0.128571429,0.246428571,Matches
1558,Ademola Lookman,NGA,"FW,MF",Atalanta,Serie A,24,1997,31,20,1729,19.2,13,6,19,10,3,3,3,0,9.1,6.7,6.6,13.3,73,79,185,0.677083333,0.3125,0.989583333,0.520833333,0.833333333,0.473958333,0.34375,0.817708333,0.348958333,0.692708333,Matches
1559,Anthony Lopes,POR,GK,Lyon,Ligue 1,31,1990,32,32,2816,31.3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1560,Rony Lopes,POR,"MF,FW",Troyes,Ligue 1,26,1995,32,29,2346,26.1,7,5,12,7,0,0,2,0,4.9,4.9,4.9,9.8,61,97,117,0.268199234,0.191570881,0.459770115,0.268199234,0.459770115,0.187739464,0.187739464,0.375478927,0.187739464,0.375478927,Matches
1561,David López,ESP,DF,Girona,La Liga,32,1989,20,19,1652,18.4,3,1,4,3,0,0,5,0,1.5,1.5,0.6,2.1,18,54,4,0.163043478,0.054347826,0.217391304,0.163043478,0.217391304,0.081521739,0.032608696,0.114130435,0.081521739,0.114130435,Matches
1562,Diego López,ESP,GK,Rayo Vallecano,La Liga,40,1981,2,1,96,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1563,Diego López,ESP,"FW,MF",Valencia,La Liga,20,2002,10,5,447,5,3,1,4,3,0,0,0,0,3.5,3.5,1.1,4.7,21,17,46,0.6,0.2,0.8,0.6,0.8,0.7,0.22,0.92,0.7,0.94,Matches
1564,Maxime Lopez,FRA,MF,Sassuolo,Serie A,24,1997,30,25,2296,25.5,0,0,0,0,0,0,11,0,1,1,2.1,3.1,54,210,40,0,0,0,0,0,0.039215686,0.082352941,0.121568627,0.039215686,0.121568627,Matches
1565,Pau López,ESP,GK,Marseille,Ligue 1,27,1994,33,32,2925,32.5,0,2,2,0,0,0,3,0,0,0,0.4,0.4,0,2,0,0,0.061538462,0.061538462,0,0.061538462,0,0.012307692,0.012307692,0,0.012307692,Matches
1566,Unai López,ESP,MF,Rayo Vallecano,La Liga,26,1995,34,12,1254,13.9,1,2,3,1,0,0,2,0,1.3,1.3,1.4,2.7,17,98,43,0.071942446,0.143884892,0.215827338,0.071942446,0.215827338,0.09352518,0.100719424,0.194244604,0.09352518,0.194244604,Matches
1567,Dion Lopy,SEN,MF,Reims,Ligue 1,20,2002,29,16,1379,15.3,0,1,1,0,0,0,6,2,0.9,0.9,1.6,2.5,17,101,38,0,0.065359477,0.065359477,0,0.065359477,0.058823529,0.104575163,0.163398693,0.058823529,0.163398693,Matches
1568,Anthony Losilla,FRA,MF,Bochum,Bundesliga,36,1986,31,31,2720,30.2,2,2,4,2,0,0,6,1,1.9,1.9,2.2,4.1,13,93,42,0.066225166,0.066225166,0.132450331,0.066225166,0.132450331,0.062913907,0.072847682,0.135761589,0.062913907,0.135761589,Matches
1569,Jordan Lotomba,SUI,DF,Nice,Ligue 1,23,1998,33,27,2453,27.3,0,2,2,0,0,0,4,0,0.9,0.9,0.9,1.8,82,106,99,0,0.073260073,0.073260073,0,0.073260073,0.032967033,0.032967033,0.065934066,0.032967033,0.065934066,Matches
1570,Matteo Lovato,ITA,DF,Salernitana,Serie A,22,2000,17,8,814,9,0,0,0,0,0,0,2,0,0,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,Matches
1571,Dejan Lovren,CRO,DF,Lyon,Ligue 1,33,1989,17,17,1459,16.2,1,0,1,1,0,0,2,0,0.8,0.8,0.5,1.3,12,64,1,0.061728395,0,0.061728395,0.061728395,0.061728395,0.049382716,0.030864198,0.080246914,0.049382716,0.080246914,Matches
1572,Sandi Lovrić,SVN,MF,Udinese,Serie A,24,1998,37,28,2335,25.9,5,6,11,5,0,0,4,0,4.8,4.8,3.2,8,42,105,90,0.193050193,0.231660232,0.424710425,0.193050193,0.424710425,0.185328185,0.123552124,0.308880309,0.185328185,0.308880309,Matches
1573,Jamal Lowe,JAM,"MF,FW",Bournemouth,Premier League,28,1994,2,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
1574,Anthony Lozano,HON,FW,Cádiz,La Liga,29,1993,28,14,1443,16,1,1,2,1,0,0,6,0,2.7,2.7,0.8,3.5,19,28,58,0.0625,0.0625,0.125,0.0625,0.125,0.16875,0.05,0.21875,0.16875,0.21875,Matches
1575,Hirving Lozano,MEX,FW,Napoli,Serie A,27,1995,32,20,1605,17.8,3,3,6,2,1,1,3,0,5.4,4.6,3.3,7.9,86,49,190,0.168539326,0.168539326,0.337078652,0.112359551,0.280898876,0.303370787,0.185393258,0.488764045,0.258426966,0.443820225,Matches
1576,Pol Lozano,ESP,MF,Espanyol,La Liga,22,1999,4,0,17,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1577,Jean Lucas,BRA,MF,Monaco,Ligue 1,24,1998,6,3,291,3.2,0,0,0,0,0,0,0,0,0.6,0.6,0.2,0.8,5,20,6,0,0,0,0,0,0.1875,0.0625,0.25,0.1875,0.25,Matches
1578,Jhon Lucumí,COL,DF,Bologna,Serie A,24,1998,33,33,2900,32.2,0,1,1,0,0,0,8,0,0.7,0.7,0.4,1,37,84,6,0,0.031055901,0.031055901,0,0.031055901,0.02173913,0.01242236,0.034161491,0.02173913,0.031055901,Matches
1579,José Luis Gayà,ESP,DF,Valencia,La Liga,27,1995,31,31,2709,30.1,1,3,4,1,0,1,4,0,1.9,1.1,5.5,6.5,74,124,200,0.033222591,0.099667774,0.132890365,0.033222591,0.132890365,0.063122924,0.182724252,0.245847176,0.03654485,0.215946844,Matches
1580,José Luis Morales,ESP,"FW,MF",Villarreal,La Liga,35,1987,29,11,1211,13.5,7,0,7,7,0,0,2,0,6.5,6.5,1.6,8.2,40,15,92,0.518518519,0,0.518518519,0.518518519,0.518518519,0.481481481,0.118518519,0.6,0.481481481,0.607407407,Matches
1581,José Luis Palomino,ARG,DF,Atalanta,Serie A,32,1990,15,8,759,8.4,1,0,1,1,0,0,4,0,0.5,0.5,0.3,0.8,3,29,3,0.119047619,0,0.119047619,0.119047619,0.119047619,0.05952381,0.035714286,0.095238095,0.05952381,0.095238095,Matches
1582,Douglas Luiz,BRA,MF,Aston Villa,Premier League,24,1998,37,33,2927,32.5,6,6,12,6,0,0,6,1,2.8,2.8,4.4,7.2,48,148,35,0.184615385,0.184615385,0.369230769,0.184615385,0.369230769,0.086153846,0.135384615,0.221538462,0.086153846,0.221538462,Matches
1583,Romelu Lukaku,BEL,FW,Inter,Serie A,29,1993,25,19,1660,18.4,10,6,16,8,2,2,1,0,9,7.4,4.1,11.5,34,41,159,0.543478261,0.326086957,0.869565217,0.434782609,0.760869565,0.489130435,0.222826087,0.711956522,0.402173913,0.625,Matches
1584,Castello Lukeba,FRA,DF,Lyon,Ligue 1,19,2002,34,33,2986,33.2,2,0,2,2,0,0,9,1,1.2,1.2,0.3,1.4,24,166,9,0.060240964,0,0.060240964,0.060240964,0.060240964,0.036144578,0.009036145,0.045180723,0.036144578,0.042168675,Matches
1585,Dodi Lukebakio,BEL,"FW,MF",Hertha BSC,Bundesliga,24,1997,32,27,2397,26.6,11,3,14,6,5,5,8,0,8.6,4.7,4.4,9.1,96,42,178,0.413533835,0.112781955,0.526315789,0.22556391,0.338345865,0.323308271,0.165413534,0.488721805,0.176691729,0.342105263,Matches
1586,Saša Lukić,SRB,MF,"Fulham,Torino","Premier League,Serie A",25,1996,28,17,1607,17.9,2,0,2,1,1,1,5,0,1.8,1,1.4,2.4,34,57,38,0.111731844,0,0.111731844,0.055865922,0.055865922,0.100558659,0.078212291,0.17877095,0.055865922,0.134078212,Matches
1588,Andriy Lunin,UKR,GK,Real Madrid,La Liga,23,1999,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1589,Andrey Lunyov,RUS,GK,Leverkusen,Bundesliga,30,1991,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1590,Sebastiano Luperto,ITA,DF,Empoli,Serie A,25,1996,36,36,3135,34.8,2,0,2,2,0,0,4,2,1.2,1.2,0.6,1.9,13,72,3,0.057471264,0,0.057471264,0.057471264,0.057471264,0.034482759,0.017241379,0.051724138,0.034482759,0.054597701,Matches
1591,Lyanco,BRA,DF,Southampton,Premier League,25,1997,21,11,1180,13.1,1,1,2,1,0,0,4,0,0.6,0.6,0.5,1,13,35,4,0.076335878,0.076335878,0.152671756,0.076335878,0.152671756,0.045801527,0.038167939,0.083969466,0.045801527,0.076335878,Matches
1592,Charalambos Lykogiannis,GRE,DF,Bologna,Serie A,28,1993,21,11,1108,12.3,2,0,2,2,0,0,3,0,0.8,0.8,1.5,2.3,32,60,47,0.162601626,0,0.162601626,0.162601626,0.162601626,0.06504065,0.12195122,0.18699187,0.06504065,0.18699187,Matches
1593,Youssouf M'Changama,COM,MF,Auxerre,Ligue 1,31,1990,26,11,1081,12,0,0,0,0,0,0,1,0,0.6,0.6,0.9,1.5,17,49,35,0,0,0,0,0,0.05,0.075,0.125,0.05,0.125,Matches
1594,Awer Mabil,AUS,"MF,FW",Cádiz,La Liga,26,1995,5,1,165,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,5,4,14,0,0,0,0,0,0.111111111,0,0.111111111,0.111111111,0.111111111,Matches
1595,Alexis Mac Allister,ARG,MF,Brighton,Premier League,23,1998,35,31,2886,32.1,10,2,12,4,6,6,8,0,12.1,7.3,4.3,11.6,69,174,77,0.31152648,0.062305296,0.373831776,0.124610592,0.186915888,0.37694704,0.133956386,0.510903427,0.22741433,0.361370717,Matches
1596,Deiver Machado,COL,"DF,MF",Lens,Ligue 1,28,1993,33,26,2184,24.3,4,3,7,4,0,0,5,1,1.2,1.2,2.8,4.1,59,54,131,0.164609053,0.12345679,0.288065844,0.164609053,0.288065844,0.049382716,0.115226337,0.164609053,0.049382716,0.16872428,Matches
1597,Darwin Machís,VEN,FW,Valladolid,La Liga,29,1993,11,7,599,6.7,0,1,1,0,0,0,1,0,1.1,1.1,2.1,3.3,29,10,53,0,0.149253731,0.149253731,0,0.149253731,0.164179104,0.313432836,0.47761194,0.164179104,0.492537313,Matches
1598,James Maddison,ENG,"MF,FW",Leicester City,Premier League,25,1996,30,28,2480,27.6,10,9,19,9,1,2,10,0,8.7,6.6,9.3,16,77,151,155,0.362318841,0.326086957,0.688405797,0.326086957,0.652173913,0.315217391,0.336956522,0.652173913,0.239130435,0.579710145,Matches
1599,Noni Madueke,ENG,FW,Chelsea,Premier League,20,2002,12,7,643,7.1,1,0,1,1,0,0,0,0,0.9,0.9,0.5,1.5,48,36,100,0.14084507,0,0.14084507,0.14084507,0.14084507,0.126760563,0.070422535,0.197183099,0.126760563,0.211267606,Matches
1600,Pablo Maffeo,ESP,DF,Mallorca,La Liga,25,1997,35,34,2975,33.1,2,4,6,2,0,0,6,1,1.8,1.8,3,4.8,67,61,134,0.060422961,0.120845921,0.181268882,0.060422961,0.181268882,0.054380665,0.090634441,0.145015106,0.054380665,0.145015106,Matches
1601,Lisandro Magallán,ARG,DF,Elche,La Liga,28,1993,14,11,902,10,0,0,0,0,0,0,0,1,0.6,0.6,0.1,0.7,2,16,0,0,0,0,0,0,0.06,0.01,0.07,0.06,0.07,Matches
1602,Soungoutou Magassa,FRA,MF,Monaco,Ligue 1,18,2003,2,0,82,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,Matches
1603,Giulio Maggiore,ITA,MF,Salernitana,Serie A,24,1998,16,11,894,9.9,0,0,0,0,0,0,2,0,0.5,0.5,0.5,0.9,7,53,13,0,0,0,0,0,0.050505051,0.050505051,0.101010101,0.050505051,0.090909091,Matches
1604,Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,26,1995,24,19,1532,17,0,1,1,0,0,0,7,1,0.5,0.5,0.2,0.7,5,32,5,0,0.058823529,0.058823529,0,0.058823529,0.029411765,0.011764706,0.041176471,0.029411765,0.041176471,Matches
1605,Hugo Magnetti,FRA,MF,Brest,Ligue 1,24,1998,32,19,1688,18.8,1,2,3,1,0,0,2,0,0.8,0.8,0.6,1.5,32,70,27,0.053191489,0.106382979,0.159574468,0.053191489,0.159574468,0.042553191,0.031914894,0.074468085,0.042553191,0.079787234,Matches
1606,Yohann Magnin,FRA,MF,Clermont Foot,Ligue 1,25,1997,38,25,2399,26.7,0,0,0,0,0,0,6,0,1.1,1.1,2.3,3.3,14,121,56,0,0,0,0,0,0.041198502,0.086142322,0.127340824,0.041198502,0.123595506,Matches
1607,Harry Maguire,ENG,DF,Manchester Utd,Premier League,29,1993,16,8,767,8.5,0,0,0,0,0,0,4,0,0.3,0.3,0,0.4,8,26,4,0,0,0,0,0,0.035294118,0,0.035294118,0.035294118,0.047058824,Matches
1608,Jon Magunacelaya,ESP,"MF,FW",Real Sociedad,La Liga,22,2000,2,0,65,0.7,0,0,0,0,0,0,0,0,0,0,0.4,0.4,2,0,3,0,0,0,0,0,0,0.571428571,0.571428571,0,0.571428571,Matches
1609,Riyad Mahrez,ALG,"FW,MF",Manchester City,Premier League,31,1991,30,22,1920,21.3,5,10,15,4,1,1,2,0,5.5,4.7,7,11.8,78,76,242,0.234741784,0.469483568,0.704225352,0.187793427,0.657276995,0.258215962,0.328638498,0.58685446,0.220657277,0.55399061,Matches
1610,Arne Maier,GER,MF,Augsburg,Bundesliga,23,1999,30,24,1960,21.8,5,1,6,5,0,0,3,0,1.6,1.6,1.8,3.4,32,66,77,0.229357798,0.04587156,0.275229358,0.229357798,0.275229358,0.073394495,0.082568807,0.155963303,0.073394495,0.155963303,Matches
1611,Mike Maignan,FRA,GK,Milan,Serie A,27,1995,22,22,1978,22,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.045454545,0.045454545,0,0.045454545,0,0,0,0,0,Matches
1612,Linton Maina,GER,"FW,MF",Köln,Bundesliga,23,1999,33,27,2239,24.9,3,7,10,3,0,0,1,0,4.6,4.6,5.9,10.5,90,61,173,0.120481928,0.281124498,0.401606426,0.120481928,0.401606426,0.184738956,0.236947791,0.421686747,0.184738956,0.421686747,Matches
1613,Kobbie Mainoo,ENG,MF,Manchester Utd,Premier League,17,2005,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,Matches
1614,Ainsley Maitland-Niles,ENG,"DF,MF",Southampton,Premier League,24,1997,22,13,1407,15.6,0,0,0,0,0,0,3,0,0,0,0.7,0.7,15,57,35,0,0,0,0,0,0,0.044871795,0.044871795,0,0.044871795,Matches
1615,Jordan Majchrzak,POL,FW,Roma,Serie A,17,2004,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
1616,Lovro Majer,CRO,"MF,FW",Rennes,Ligue 1,24,1998,32,18,1668,18.5,2,5,7,1,1,1,3,0,3.3,2.5,4.4,7,66,134,115,0.108108108,0.27027027,0.378378378,0.054054054,0.324324324,0.178378378,0.237837838,0.416216216,0.135135135,0.378378378,Matches
1617,Jean-Victor Makengo,FRA,MF,"Udinese,Lorient","Serie A,Ligue 1",24,1998,31,23,1869,20.7,0,1,1,0,0,0,4,1,0.5,0.5,1,1.5,41,78,61,0,0.048309179,0.048309179,0,0.048309179,0.024154589,0.048309179,0.072463768,0.024154589,0.072463768,Matches
1619,Béni Makouana,CGO,"FW,MF",Montpellier,Ligue 1,19,2002,8,1,198,2.2,0,0,0,0,0,0,1,0,0.8,0.8,0,0.8,9,2,17,0,0,0,0,0,0.363636364,0,0.363636364,0.363636364,0.363636364,Matches
1620,Nemanja Maksimović,SRB,MF,Getafe,La Liga,27,1995,29,26,2053,22.8,0,0,0,0,0,0,3,0,1.8,1.8,0.6,2.3,13,42,29,0,0,0,0,0,0.078947368,0.026315789,0.105263158,0.078947368,0.100877193,Matches
