Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,ADWon,ADLost,ADWonp
189,Leon Bailey,JAM,"FW,MF",Aston Villa,Premier League,24,1997,21.9,4,0,0,29,22,9,96,6,6,0,1,0,72,24,46,34.285714285714285
190,Eric Bailly,CIV,DF,Marseille,Ligue 1,28,1994,6.0,1,0,0,10,5,0,0,12,10,0,0,0,42,15,15,50.0
191,Dénys Bain,FRA,DF,Auxerre,Ligue 1,29,1993,1.4,0,0,0,2,1,0,0,2,3,0,0,0,5,3,1,75.0
192,Brandon Baiye,BEL,MF,Clermont Foot,Ligue 1,21,2000,0.6,0,0,0,0,0,0,0,1,2,0,0,0,2,0,1,0.0
193,Stefan Bajcetic,ESP,MF,Liverpool,Premier League,17,2004,5.8,2,0,0,7,9,0,5,9,6,0,0,0,40,9,5,64.28571428571429
194,Nedim Bajrami,ALB,"MF,FW","Empoli,Sassuolo",Serie A,23,1999,19.5,1,0,0,6,15,9,92,7,11,0,0,0,93,2,11,15.384615384615385
196,Cédric Bakambu,COD,MF,Marseille,Ligue 1,31,1991,0.7,0,0,0,2,1,0,1,0,1,0,0,0,5,4,3,57.14285714285714
197,Tiemoué Bakayoko,FRA,MF,Milan,Serie A,27,1994,0.5,0,0,0,3,1,0,0,0,5,0,0,0,6,1,1,50.0
198,Mitchel Bakker,NED,"DF,MF",Leverkusen,Bundesliga,22,2000,18.4,6,1,1,18,14,2,26,15,8,0,0,0,114,12,13,48.0
199,Ridle Baku,GER,"DF,FW",Wolfsburg,Bundesliga,24,1998,28.7,6,0,0,27,32,4,70,21,26,0,0,0,156,22,31,41.509433962264154
200,Tommaso Baldanzi,ITA,MF,Empoli,Serie A,19,2003,19.7,2,0,0,12,37,1,21,2,12,0,0,0,69,3,9,25.0
201,Alejandro Balde,ESP,DF,Barcelona,La Liga,18,2003,27.5,4,0,0,27,29,5,67,12,30,0,0,0,145,19,18,51.35135135135135
202,Thierno Balde,FRA,"DF,MF",Troyes,Ligue 1,20,2002,23.9,1,0,0,8,34,2,37,23,14,1,0,0,143,7,20,25.925925925925924
203,Carlos Baleba,CMR,MF,Lille,Ligue 1,18,2004,5.3,3,1,0,13,18,0,1,1,11,2,0,0,38,7,8,46.666666666666664
204,Mikel Balenziaga,ESP,DF,Athletic Club,La Liga,34,1988,1.3,0,0,0,3,0,0,3,1,4,0,0,0,6,0,0,
205,Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,23,1999,29.3,9,1,0,53,21,0,6,63,37,0,1,1,204,70,41,63.06306306306306
206,Dominic Ballard,ENG,"FW,MF",Southampton,Premier League,17,2005,0.3,0,0,0,0,0,0,0,1,0,0,0,0,2,1,4,20.0
207,Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,30,1992,35.9,6,0,0,42,34,7,105,25,29,0,2,2,145,29,37,43.93939393939394
208,Fodé Ballo-Touré,SEN,DF,Milan,Serie A,25,1997,5.8,0,0,0,5,13,0,17,2,9,0,0,0,33,13,5,72.22222222222221
209,Folarin Balogun,USA,FW,Reims,Ligue 1,21,2001,33.3,5,0,0,38,54,29,23,3,5,3,0,0,86,14,57,19.718309859154928
210,Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,32,1990,15.2,2,0,0,10,13,4,19,18,12,0,0,0,68,17,14,54.83870967741935
211,Jonathan Bamba,CIV,FW,Lille,Ligue 1,26,1996,30.9,6,0,0,33,59,12,79,22,17,0,1,0,200,20,35,36.36363636363637
212,Patrick Bamford,ENG,FW,Leeds United,Premier League,28,1993,16.8,3,0,0,25,27,18,5,5,6,0,0,0,50,36,42,46.15384615384615
213,Lameck Banda,ZAM,"FW,MF",Lecce,Serie A,21,2001,18.2,6,0,0,31,37,11,51,8,20,0,0,0,82,7,32,17.94871794871795
214,Filippo Bandinelli,ITA,MF,Empoli,Serie A,27,1995,25.1,10,0,0,53,37,0,91,18,34,0,1,0,138,10,19,34.48275862068966
215,Léo Baptistão,BRA,"FW,MF",Almería,La Liga,29,1992,19.2,7,0,0,30,23,10,18,19,20,0,0,0,104,27,40,40.298507462686565
216,Shandon Baptiste,GRN,MF,Brentford,Premier League,24,1998,6.9,3,1,1,11,12,1,11,7,9,0,0,0,45,6,7,46.15384615384615
217,Antonín Barák,CZE,MF,"Hellas Verona,Fiorentina",Serie A,27,1994,20.3,4,0,0,13,17,3,15,3,9,0,1,0,78,18,31,36.734693877551024
219,Andrea Barberis,ITA,MF,Monza,Serie A,28,1993,3.8,0,0,0,1,2,0,4,8,2,0,0,0,16,2,2,50.0
220,Tommaso Barbieri,ITA,DF,Juventus,Serie A,19,2002,1.2,0,0,0,5,4,0,7,0,3,0,0,0,2,0,2,0.0
221,Bradley Barcola,FRA,"FW,MF",Lyon,Ligue 1,19,2002,16.0,3,0,0,24,7,7,21,19,16,0,0,0,60,16,32,33.33333333333333
222,Melvin Bard,FRA,DF,Nice,Ligue 1,21,2000,27.3,6,0,0,30,20,2,70,64,60,0,1,0,180,33,23,58.92857142857143
223,Francesco Bardi,ITA,GK,Bologna,Serie A,30,1992,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
224,Keidi Bare,ALB,MF,Espanyol,La Liga,24,1997,5.6,0,0,0,11,13,0,6,11,8,0,0,0,25,5,9,35.714285714285715
225,Nicolò Barella,ITA,MF,Inter,Serie A,25,1997,29.0,6,0,0,32,45,9,84,12,25,0,0,0,178,20,15,57.14285714285714
226,Kike Barja,ESP,"FW,MF",Osasuna,La Liga,25,1997,14.6,1,0,0,18,15,7,110,4,9,0,0,0,65,8,11,42.10526315789473
227,Ross Barkley,ENG,"MF,FW",Nice,Ligue 1,28,1993,10.7,1,0,0,14,15,1,46,8,9,0,0,0,58,4,12,25.0
228,Aymen Barkok,MAR,MF,Mainz 05,Bundesliga,24,1998,6.5,1,0,0,17,4,0,12,3,8,0,0,0,52,15,14,51.724137931034484
229,Harvey Barnes,ENG,"FW,MF",Leicester City,Premier League,24,1997,30.1,3,0,0,38,37,9,44,8,14,0,0,0,101,29,57,33.72093023255814
230,Leandro Barreiro Martins,LUX,MF,Mainz 05,Bundesliga,22,2000,23.8,5,0,0,48,33,3,6,41,38,1,2,0,142,39,43,47.5609756097561
231,Enzo Barrenechea,ARG,MF,Juventus,Serie A,21,2001,1.8,0,0,0,3,1,0,0,2,3,0,0,0,9,1,1,50.0
232,Ander Barrenetxea,ESP,"FW,DF",Real Sociedad,La Liga,20,2001,9.8,4,0,0,23,14,0,13,5,15,0,0,0,74,11,15,42.30769230769231
233,Mickaël Barreto,FRA,MF,Ajaccio,Ligue 1,31,1991,14.7,1,0,0,20,8,0,76,18,20,0,0,0,100,9,7,56.25
234,Pablo Barrios,ESP,MF,Atlético Madrid,La Liga,19,2003,8.0,4,0,0,7,12,0,6,9,10,0,0,0,49,6,9,40.0
235,Musa Barrow,GAM,"FW,MF",Bologna,Serie A,23,1998,21.8,3,0,0,20,19,5,103,1,4,0,0,0,80,12,34,26.08695652173913
236,Federico Baschirotto,ITA,DF,Lecce,Serie A,25,1996,37.0,6,0,0,37,11,0,14,36,30,0,1,0,204,91,64,58.70967741935483
237,Toma Bašić,CRO,MF,Lazio,Serie A,25,1996,5.7,2,0,0,12,17,1,20,7,4,0,0,0,32,14,6,70.0
238,Alberto Basso,ITA,MF,Cremonese,Serie A,18,2004,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
239,Gil Bastião Dias,POR,FW,Stuttgart,Bundesliga,25,1996,4.4,0,0,0,6,5,2,6,2,6,0,0,0,30,7,8,46.666666666666664
240,Alessandro Bastoni,ITA,DF,Inter,Serie A,23,1999,24.0,3,0,0,19,15,1,49,24,20,0,0,0,117,39,23,62.903225806451616
241,Simone Bastoni,ITA,"MF,DF",Spezia,Serie A,25,1996,13.2,7,0,0,29,12,2,103,8,24,0,0,0,87,12,9,57.14285714285714
242,Rodrigo Battaglia,ARG,MF,Mallorca,La Liga,31,1991,7.6,5,0,0,11,11,0,1,5,5,0,2,0,29,11,8,57.89473684210527
243,Maximilian Bauer,GER,DF,Augsburg,Bundesliga,22,2000,20.5,8,0,0,24,23,1,2,23,17,0,1,0,105,71,51,58.19672131147541
244,Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,32,1990,34.0,2,0,0,0,0,0,0,0,0,0,0,0,71,16,0,100.0
245,Timo Baumgartl,GER,DF,Union Berlin,Bundesliga,26,1996,6.2,2,0,0,11,6,0,6,2,6,0,0,0,41,19,10,65.51724137931035
246,Julian Baumgartlinger,AUT,MF,Augsburg,Bundesliga,34,1988,6.2,1,0,0,5,9,0,2,4,4,0,0,0,39,7,9,43.75
247,Christoph Baumgartner,AUT,"MF,FW",Hoffenheim,Bundesliga,22,1999,28.5,7,0,0,66,49,9,29,15,19,5,0,0,142,72,75,48.97959183673469
248,Cyrille Bayala,BFA,MF,Ajaccio,Ligue 1,26,1996,22.3,3,1,0,29,28,7,44,25,37,0,0,0,150,41,57,41.83673469387755
249,Brian Bayeye,FRA,DF,Torino,Serie A,22,2000,0.7,0,0,0,1,1,0,2,1,0,0,0,0,12,0,1,0.0
250,Noah Joel Sarenren Bazee,NGA,"MF,FW",Augsburg,Bundesliga,25,1996,0.2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,0.0
251,Gavin Bazunu,IRL,GK,Southampton,Premier League,20,2002,32.0,0,0,0,1,2,0,0,1,0,0,1,0,39,13,0,100.0
252,Bebé,CPV,FW,Rayo Vallecano,La Liga,32,1990,0.7,1,0,0,2,2,0,16,0,0,0,0,0,6,0,1,0.0
253,Ihlas Bebou,TOG,"FW,DF",Hoffenheim,Bundesliga,28,1994,15.7,2,0,0,22,9,8,11,7,16,1,1,0,65,28,54,34.146341463414636
254,Rodrigo Becão,BRA,DF,Udinese,Serie A,26,1996,27.6,11,1,0,38,32,6,19,26,36,0,0,1,157,63,28,69.23076923076923
255,Mads Bech Sørensen,DEN,"DF,MF",Brentford,Premier League,23,1999,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,100.0
256,Julius Beck,DEN,MF,Spezia,Serie A,17,2005,0.1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.0
257,Sheraldo Becker,SUR,FW,Union Berlin,Bundesliga,27,1995,28.4,4,0,0,29,26,25,139,3,5,1,0,0,86,16,49,24.615384615384617
258,Jan Bednarek,POL,DF,"Southampton,Aston Villa",Premier League,26,1996,19.700000000000003,5,0,0,16,8,0,1,51,24,0,0,1,102,40,16,71.42857142857143
260,Donny van de Beek,NED,MF,Manchester Utd,Premier League,25,1997,1.9,0,0,0,4,2,1,0,1,0,0,0,0,3,3,3,50.0
261,Asmir Begović,BIH,GK,Everton,Premier League,35,1987,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
262,Yanis Begraoui,MAR,"FW,MF",Toulouse,Ligue 1,21,2001,0.7,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,
263,Kevin Behrens,GER,FW,Union Berlin,Bundesliga,31,1991,17.1,6,0,0,35,26,12,8,5,7,0,0,0,43,176,145,54.82866043613706
264,Alexis Beka Beka,FRA,"MF,DF",Nice,Ligue 1,21,2001,6.1,2,0,0,11,7,0,17,12,5,0,0,0,44,3,4,42.857142857142854
265,Jérémie Bela,ANG,"DF,MF",Clermont Foot,Ligue 1,29,1993,8.3,0,0,0,7,17,0,34,9,4,0,0,0,29,2,0,100.0
266,Reda Belahyane,FRA,MF,Nice,Ligue 1,18,2004,2.0,0,0,0,5,1,0,0,2,6,0,0,0,23,0,0,
267,Youcef Belaïli,ALG,"MF,FW","Ajaccio,Brest",Ligue 1,30,1992,16.8,5,0,0,36,32,6,63,6,12,2,0,0,94,9,10,47.368421052631575
269,Haris Belkebla,ALG,MF,Brest,Ligue 1,28,1994,29.5,3,0,0,33,50,0,11,52,48,0,0,0,197,20,30,40.0
270,Stefan Bell,GER,DF,Mainz 05,Bundesliga,30,1991,26.6,9,0,0,47,11,4,15,44,28,0,0,0,191,103,65,61.30952380952381
271,Armel Bella Kotchap,GER,DF,Southampton,Premier League,20,2001,20.9,4,0,0,9,33,0,4,44,17,0,0,0,145,40,28,58.82352941176471
272,Raoul Bellanova,ITA,DF,Inter,Serie A,22,2000,5.5,0,0,0,4,9,2,32,4,6,0,0,0,25,3,3,50.0
273,Karim Bellarabi,GER,"FW,MF",Leverkusen,Bundesliga,32,1990,0.9,0,0,0,2,0,2,8,0,0,0,0,0,4,0,0,
274,Jean-Ricner Bellegarde,FRA,"MF,FW",Strasbourg,Ligue 1,24,1998,26.9,5,0,0,36,73,1,123,26,25,3,1,0,157,20,30,40.0
275,Héctor Bellerín,ESP,DF,Barcelona,La Liga,27,1995,1.6,0,0,0,2,0,0,3,3,0,0,0,0,10,3,0,100.0
276,Jude Bellingham,ENG,MF,Dortmund,Bundesliga,19,2003,29.9,8,0,0,41,73,3,33,35,42,2,0,0,198,34,33,50.74626865671642
277,Jeanöel Belocian,FRA,DF,Rennes,Ligue 1,17,2005,5.6,1,0,0,6,1,0,3,6,7,0,0,0,28,7,2,77.77777777777779
278,Andrea Belotti,ITA,FW,Roma,Serie A,28,1993,12.7,0,0,0,21,36,7,6,3,5,0,0,0,24,36,61,37.11340206185567
279,Fran Beltrán,ESP,MF,Celta Vigo,La Liga,23,1999,31.7,4,0,0,26,16,2,51,53,22,0,1,0,196,18,48,27.27272727272727
280,Eliesse Ben Seghir,FRA,"FW,MF",Monaco,Ligue 1,17,2005,11.7,1,0,0,17,34,3,7,4,10,0,0,0,49,9,16,36.0
281,Salim Ben Seghir,FRA,MF,Marseille,Ligue 1,19,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
282,Wissam Ben Yedder,FRA,FW,Monaco,Ligue 1,31,1990,23.5,4,0,0,18,21,22,17,4,9,2,0,0,58,15,27,35.714285714285715
283,Marco Benassi,ITA,DF,"Fiorentina,Cremonese",Serie A,27,1994,12.1,1,0,0,11,7,0,31,13,18,0,0,0,81,8,17,32.0
285,Iker Benito,ESP,"FW,MF",Osasuna,La Liga,19,2002,2.0,0,0,0,2,2,1,6,2,3,0,0,0,14,1,4,20.0
286,Ismaël Bennacer,ALG,MF,Milan,Serie A,24,1997,22.3,5,0,0,36,25,1,79,26,33,0,0,0,186,22,22,50.0
287,Saïd Benrahma,ALG,"FW,MF",West Ham,Premier League,26,1995,23.0,0,0,0,16,15,7,83,9,15,0,0,0,113,5,11,31.25
288,Ramy Bensebaini,ALG,DF,M'Gladbach,Bundesliga,27,1995,27.6,7,1,1,25,44,3,31,36,21,1,0,1,174,68,41,62.38532110091744
289,Nabil Bentaleb,ALG,MF,Angers,Ligue 1,27,1994,27.7,7,1,1,39,54,0,96,44,40,0,0,0,231,29,18,61.702127659574465
290,Rodrigo Bentancur,URU,MF,Tottenham,Premier League,25,1997,16.7,8,0,0,24,8,0,16,20,28,0,0,0,128,15,16,48.38709677419355
291,Daniel Bentley,ENG,GK,Wolves,Premier League,29,1993,2.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0.0
292,Karim Benzema,FRA,FW,Real Madrid,La Liga,34,1987,22.6,1,0,0,10,6,22,3,2,5,2,0,0,35,14,13,51.85185185185185
293,Domenico Berardi,ITA,FW,Sassuolo,Serie A,27,1994,20.7,7,0,0,33,49,8,83,19,14,2,0,0,84,13,21,38.23529411764706
294,Yuri Berchiche,ESP,DF,Athletic Club,La Liga,32,1990,26.7,9,1,1,31,33,5,66,40,32,1,1,0,173,51,26,66.23376623376623
295,Álex Berenguer,ESP,FW,Athletic Club,La Liga,27,1995,25.5,2,0,0,48,25,19,162,10,37,0,0,0,114,35,42,45.45454545454545
296,Bartosz Bereszyński,POL,DF,"Sampdoria,Napoli",Serie A,30,1992,15.100000000000001,1,0,0,15,12,0,31,24,20,0,0,0,82,20,12,62.5
298,Patrick Berg,NOR,"MF,FW",Lens,Ligue 1,24,1997,0.3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,
299,Mitchell van Bergen,NED,"FW,DF",Reims,Ligue 1,22,1999,10.1,1,0,0,10,7,3,59,6,8,1,1,0,56,5,8,38.46153846153847
300,Mergim Berisha,GER,FW,Augsburg,Bundesliga,24,1998,18.7,9,1,1,28,31,16,77,0,6,0,0,0,47,39,64,37.86407766990291
301,Quentin Bernard,FRA,DF,Auxerre,Ligue 1,33,1989,7.0,0,0,0,6,3,0,14,15,7,0,0,0,39,3,8,27.27272727272727
302,Paul Bernardoni,FRA,GK,Angers,Ligue 1,25,1997,27.0,0,0,0,1,2,0,0,1,0,0,1,0,17,6,1,85.71428571428571
303,Juan Bernat,ESP,"DF,MF",Paris S-G,Ligue 1,29,1993,18.3,1,0,0,7,8,0,16,9,16,0,0,0,86,6,10,37.5
304,Victor Bernth Kristiansen,DEN,DF,Leicester City,Premier League,19,2002,9.9,2,0,0,17,9,0,29,3,23,0,0,0,53,9,15,37.5
305,Jason Berthomier,FRA,MF,Clermont Foot,Ligue 1,32,1990,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0
306,Marco Bertini,ITA,MF,Lazio,Serie A,19,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
307,Beto,GNB,FW,Udinese,Serie A,24,1998,23.7,2,0,0,36,26,9,9,6,9,0,0,0,31,70,64,52.23880597014925
308,Owen Bevan,WAL,DF,Bournemouth,Premier League,18,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
309,Matteo Bianchetti,ITA,DF,Cremonese,Serie A,29,1993,23.7,5,0,0,18,10,0,3,20,19,0,1,0,137,63,40,61.165048543689316
310,Alessandro Bianco,ITA,MF,Fiorentina,Serie A,19,2002,1.7,1,0,0,7,4,0,1,0,2,0,0,0,8,2,2,50.0
311,Giulian Biancone,FRA,DF,Nott'ham Forest,Premier League,22,2000,0.2,0,0,0,0,0,0,1,1,1,0,0,0,5,2,0,100.0
312,Ermin Bičakčić,BIH,DF,Hoffenheim,Bundesliga,32,1990,2.9,0,0,0,1,1,1,1,5,4,0,0,0,10,9,11,45.0
313,Pedro Bigas,ESP,DF,Elche,La Liga,31,1990,22.4,4,2,0,17,16,0,5,33,20,1,1,0,123,42,19,68.85245901639344
314,Jaka Bijol,SVN,DF,Udinese,Serie A,23,1999,30.3,10,0,0,29,7,0,1,29,23,0,1,0,144,87,47,64.92537313432835
315,El Bilal Touré,MLI,FW,"Almería,Reims","La Liga,Ligue 1",20,2001,15.0,0,0,0,28,8,13,4,1,3,0,0,0,49,47,52,47.474747474747474
317,Philip Billing,DEN,"MF,FW",Bournemouth,Premier League,26,1996,30.7,5,0,0,30,35,3,38,31,36,0,0,0,146,52,35,59.77011494252874
318,Jean-Claude Billong,CMR,MF,Clermont Foot,Ligue 1,28,1993,0.3,0,0,0,0,0,0,1,1,0,0,0,0,3,2,2,50.0
319,Cristiano Biraghi,ITA,DF,Fiorentina,Serie A,29,1992,28.3,1,0,0,29,38,1,300,14,38,0,0,1,137,19,25,43.18181818181818
320,Samuele Birindelli,ITA,DF,Monza,Serie A,23,1999,15.6,8,0,0,15,14,2,70,16,19,0,0,0,69,6,9,40.0
321,Veljko Birmančević,SRB,"FW,MF",Toulouse,Ligue 1,24,1998,4.9,0,0,0,5,8,0,5,7,7,1,0,0,25,3,12,20.0
322,Tom Bischof,GER,"MF,FW",Hoffenheim,Bundesliga,17,2005,3.5,0,0,0,9,5,0,7,1,10,0,0,0,16,2,5,28.57142857142857
323,Yves Bissouma,MLI,MF,Tottenham,Premier League,25,1996,11.2,6,0,0,17,10,1,2,12,13,0,0,0,68,6,12,33.33333333333333
324,Kristijan Bistrović,CRO,MF,Lecce,Serie A,24,1998,5.1,0,0,0,2,4,1,21,0,1,0,0,0,15,2,5,28.57142857142857
325,Leonardo Bittencourt,GER,"MF,DF",Werder Bremen,Bundesliga,28,1993,18.1,10,0,0,43,40,3,49,10,28,0,0,0,115,11,21,34.375
326,Marco Bizot,NED,GK,Brest,Ligue 1,31,1991,37.0,4,0,0,0,4,0,0,0,0,0,0,0,29,5,1,83.33333333333334
327,Lautaro Blanco,ARG,"DF,MF",Elche,La Liga,23,1999,9.7,2,0,0,7,2,2,86,2,9,0,0,0,49,0,8,0.0
328,Rubén Blanco,ESP,GK,Marseille,Ligue 1,27,1995,5.5,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0,100.0
329,Ludovic Blas,FRA,"MF,FW",Nantes,Ligue 1,24,1997,31.3,6,0,0,59,62,4,128,19,30,0,0,0,169,18,34,34.61538461538461
330,Janis Blaswich,GER,GK,RB Leipzig,Bundesliga,31,1991,26.0,0,0,0,1,3,0,0,0,0,0,1,0,46,11,0,100.0
331,Miha Blažič,SVN,DF,Angers,Ligue 1,29,1993,22.0,4,0,0,12,16,0,1,22,6,0,1,1,113,44,19,69.84126984126983
332,Joaquín Blázquez,ARG,GK,Brest,Ligue 1,21,2001,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
333,Alexis Blin,FRA,MF,Lecce,Serie A,25,1996,26.4,8,0,0,47,31,1,28,34,39,1,0,0,133,55,69,44.354838709677416
334,Daley Blind,NED,"DF,MF",Bayern Munich,Bundesliga,32,1990,1.5,0,0,0,1,0,0,1,2,0,0,0,0,7,2,1,66.66666666666666
335,Myron Boadu,NED,FW,Monaco,Ligue 1,21,2001,3.3,0,0,0,7,3,5,1,0,3,0,0,0,11,11,9,55.00000000000001
336,Jérôme Boateng,GER,DF,Lyon,Ligue 1,33,1988,4.8,0,0,0,1,0,0,1,6,0,0,0,1,18,7,1,87.5
337,Kevin-Prince Boateng,GHA,MF,Hertha BSC,Bundesliga,35,1987,5.2,3,0,0,23,8,0,7,3,6,0,0,0,27,19,16,54.285714285714285
338,Antonin Bobichon,FRA,MF,Angers,Ligue 1,26,1995,0.2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0.0
339,Jean-Paul Boëtius,NED,MF,Hertha BSC,Bundesliga,28,1994,11.7,3,0,0,14,26,0,5,14,16,0,0,0,76,5,16,23.809523809523807
340,Jeremie Boga,CIV,"MF,FW",Atalanta,Serie A,25,1997,8.7,0,0,0,4,17,1,55,1,5,0,0,0,34,5,4,55.55555555555556
341,Emil Bohinen,NOR,MF,Salernitana,Serie A,23,1999,9.2,0,0,0,15,13,1,3,17,13,0,1,0,78,12,15,44.44444444444444
342,Quentin Boisgard,FRA,MF,Lorient,Ligue 1,25,1997,2.0,1,0,0,3,1,0,8,4,2,0,0,0,9,2,0,100.0
343,Willy Boly,CIV,DF,Nott'ham Forest,Premier League,31,1991,7.6,2,0,0,5,5,3,0,12,6,0,0,0,40,15,9,62.5
344,Giacomo Bonaventura,ITA,MF,Fiorentina,Serie A,32,1989,21.2,4,1,0,24,40,2,48,16,23,1,0,0,140,14,22,38.88888888888889
345,Federico Bonazzoli,ITA,"FW,MF",Salernitana,Serie A,25,1997,12.4,1,0,0,18,32,7,4,3,3,0,0,0,37,6,15,28.57142857142857
346,Warren Bondo,FRA,MF,Monza,Serie A,18,2003,0.7,1,0,0,2,3,0,0,0,0,0,0,0,4,1,0,100.0
347,Theo Bongonda,COD,"MF,FW",Cádiz,La Liga,26,1995,21.5,2,0,0,15,37,6,68,6,20,0,0,0,96,14,13,51.85185185185185
348,Kevin Bonifazi,ITA,DF,Bologna,Serie A,26,1996,10.0,2,0,0,6,1,1,2,12,8,0,0,0,61,8,17,32.0
349,Leonardo Bonucci,ITA,DF,Juventus,Serie A,35,1987,9.8,2,0,0,11,5,1,0,13,4,0,0,0,48,20,23,46.51162790697674
350,Neto Borges,BRA,DF,Clermont Foot,Ligue 1,25,1996,31.5,4,2,1,21,46,5,84,41,45,2,1,0,186,36,23,61.016949152542374
351,Yvandro Borges Sanches,LUX,"FW,MF",M'Gladbach,Bundesliga,18,2004,0.3,0,0,0,1,0,0,2,0,2,0,0,0,3,0,0,
352,Sebastiaan Bornauw,BEL,DF,Wolfsburg,Bundesliga,23,1999,21.4,8,0,0,24,9,0,3,31,17,0,0,0,112,51,37,57.95454545454546
353,Rafael Borré,COL,"MF,FW",Eint Frankfurt,Bundesliga,26,1995,12.0,5,0,0,23,11,19,22,2,15,0,0,0,45,25,41,37.878787878787875
354,Erik Botheim,NOR,"MF,FW",Salernitana,Serie A,22,2000,9.6,2,0,0,12,11,3,5,0,7,0,0,0,32,20,28,41.66666666666667
355,Sven Botman,NED,DF,Newcastle Utd,Premier League,22,2000,34.7,2,0,0,15,12,2,1,34,24,0,1,0,182,75,40,65.21739130434783
356,Kenji-Van Boto,MAD,DF,Auxerre,Ligue 1,26,1996,2.0,0,0,0,2,4,0,4,1,2,0,0,0,8,1,2,33.33333333333333
357,Kouamé Botué,BFA,"FW,MF",Ajaccio,Ligue 1,19,2002,2.5,0,0,0,5,6,0,0,0,2,0,0,0,13,10,17,37.03703703703704
358,Badredine Bouanani,ALG,"FW,MF",Nice,Ligue 1,17,2004,9.6,0,0,0,9,21,1,47,1,9,0,0,0,43,1,7,12.5
359,Hicham Boudaoui,ALG,MF,Nice,Ligue 1,22,1999,20.8,5,0,0,31,36,0,23,36,32,0,0,0,152,9,12,42.857142857142854
360,Franci Bouebari,FRA,DF,Strasbourg,Ligue 1,18,2003,0.8,0,0,0,2,0,0,1,2,0,0,0,0,0,1,1,50.0
361,Sofiane Boufal,MAR,"FW,MF",Angers,Ligue 1,28,1993,9.3,3,1,1,20,20,2,37,5,9,1,0,0,36,1,9,10.0
362,Yassine Bounou,MAR,GK,Sevilla,La Liga,31,1991,23.9,2,0,0,0,1,0,0,2,1,0,0,0,34,4,2,66.66666666666666
363,Ismaëlben Boura,FRA,"DF,FW",Lens,Ligue 1,21,2000,1.0,0,0,0,0,3,0,7,2,4,0,0,0,9,1,2,33.33333333333333
364,Mehdi Bourabia,MAR,MF,Spezia,Serie A,30,1991,30.8,3,0,0,33,18,1,64,32,20,0,0,0,192,21,32,39.62264150943396
365,Benjamin Bourigeaud,FRA,"MF,FW",Rennes,Ligue 1,28,1994,34.1,6,1,1,35,14,2,231,31,29,0,0,0,176,10,32,23.809523809523807
366,Edoardo Bove,ITA,MF,Roma,Serie A,20,2002,11.0,2,0,0,24,23,1,9,10,18,0,0,0,80,14,12,53.84615384615385
367,Jarrod Bowen,ENG,"FW,MF",West Ham,Premier League,25,1996,35.9,2,0,0,26,69,10,159,36,16,3,1,0,152,34,68,33.33333333333333
368,Lucas Boyé,ARG,FW,Elche,La Liga,26,1996,27.4,7,1,0,61,45,14,15,15,16,0,0,0,104,49,57,46.22641509433962
369,Jayden Braaf,NED,"MF,FW",Hellas Verona,Serie A,19,2002,3.2,1,0,0,8,1,3,5,2,3,0,0,0,13,0,5,0.0
370,Domagoj Bradarić,CRO,DF,Salernitana,Serie A,22,1999,25.0,5,0,0,17,20,4,68,21,19,0,0,0,154,14,25,35.8974358974359
371,Bilal Brahimi,ALG,"FW,MF",Nice,Ligue 1,22,2000,8.9,0,0,0,3,8,6,76,4,5,0,0,0,31,2,4,33.33333333333333
372,Martin Braithwaite,DEN,"FW,MF",Espanyol,La Liga,31,1991,27.3,5,1,0,20,42,13,20,5,2,0,0,0,58,48,59,44.85981308411215
373,Juan Brandáriz,ESP,DF,Almería,La Liga,23,1999,16.5,5,0,0,10,3,0,8,15,16,0,0,0,87,11,12,47.82608695652174
374,Julian Brandt,GER,"MF,FW",Dortmund,Bundesliga,26,1996,26.6,2,0,0,9,21,5,165,15,20,0,0,0,138,9,24,27.27272727272727
375,Darko Brašanac,SRB,MF,Osasuna,La Liga,30,1992,11.6,5,0,0,16,14,3,7,12,20,0,1,0,50,15,15,50.0
